"","state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation"
"12195","nv","0",27,"1","Non-Partisan","Hispanic and Portuguese","Independent",47000,"Unknown",325000,"0"
"12196","ks","1",63,"1","Democratic","European","Democratic",39800,"Residential",164734,"0"
"12197","ny","0",41,"0","Democratic","Hispanic and Portuguese","Democratic",19285,"Residential",164654,"1"
"12198","il","1",69,"1","Republican","European","Republican",76198,"Residential",309419,"0"
"12199","md","1",18,"1","Democratic","Likely African-American","Democratic",250000,"Apartment",337261,"0"
"12200","ny","1",61,"1","Democratic","Hispanic and Portuguese","Democratic",NA,"Apartment",NA,"0"
"12201","wa","0",50,"0","Non-Partisan","East and South Asian","Independent",134000,"Residential",475000,"0"
"12202","ny","1",81,"1","Democratic","European","Democratic",61093,"Residential",338942,"0"
"12203","fl","1",74,"0","Registered Independent","European","Independent",50775,"Condominium",288473,"0"
"12204","ia","1",29,"0","Democratic","European","Democratic",35000,"Residential",112500,"0"
"12205","mo","1",37,"0","Democratic","European","Democratic",162499,"Residential",212290,"0"
"12206","ca","1",54,"0","Republican","Other","Republican",115798,"Residential",796060,"0"
"12207","tn","1",37,"1","Republican","European","Republican",97000,"Residential",276836,"0"
"12208","oh","1",29,"0","Democratic","","Democratic",92499,"Residential",237500,"1"
"12209","md","1",55,"1","Democratic","Likely African-American","Democratic",99000,"Residential",414410,"0"
"12210","az","0",63,"1","Non-Partisan","European","Independent",98000,"Residential",144999,"0"
"12211","ca","0",36,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",106447,"Triplex",722766,"0"
"12212","oh","1",47,"0","Non-Partisan","European","Independent",95000,"Residential",303242,"1"
"12213","in","1",79,"0","Republican","European","Republican",250000,"Residential",865999,"1"
"12214","ky","1",63,"0","Democratic","European","Democratic & Independent",91000,"Residential",359230,"0"
"12215","pa","1",60,"0","Republican","European","Republican",119530,"Residential",176270,"1"
"12216","tx","1",66,"1","Republican","European","Republican",61446,"Residential",182691,"1"
"12217","nc","1",85,"1","Republican","Likely African-American","Republican & Independent",18000,"Residential",206602,"0"
"12218","ga","1",22,"1","Democratic","Likely African-American","Democratic",8000,"Apartment",87500,"0"
"12219","pa","0",48,"0","Republican","European","Democratic & Republican",12000,"Triplex",244011,"1"
"12220","nj","1",61,"1","Non-Partisan","East and South Asian","Independent",152234,"Apartment",272718,"1"
"12221","ca","1",27,"1","Democratic","Hispanic and Portuguese","Democratic & Republican & Independent",144206,"Residential",984282,"0"
"12222","nv","1",31,"1","Democratic","Likely African-American","Democratic",NA,"Apartment",NA,"0"
"12223","nc","1",28,"1","Non-Partisan","European","Democratic & Independent",189000,"Residential",417149,"0"
"12224","ca","1",76,"0","Republican","European","Republican & Independent",68142,"Residential",209793,"1"
"12225","ca","1",44,"1","Democratic","Hispanic and Portuguese","Democratic",42180,"Apartment",319919,"0"
"12226","nc","1",36,"0","Republican","Other","Republican & Independent",112000,"Residential",298012,"0"
"12227","ca","1",19,"1","Democratic","Likely African-American","Democratic & Republican & Independent",93000,"Mobil Home",298141,"0"
"12228","dc","0",NA,"1","Non-Partisan","East and South Asian","Independent",90000,"Apartment",262500,"0"
"12229","fl","1",37,"1","Republican","European","Republican & Independent",126901,"Residential",329132,"1"
"12230","co","1",69,"1","Non-Partisan","Hispanic and Portuguese","Independent",143000,"Apartment",375000,"1"
"12231","va","0",24,"1","Non-Partisan","","Independent",200594,"Apartment",347595,"0"
"12232","va","1",58,"0","Non-Partisan","European","Independent",116000,"Residential",505065,"0"
"12233","fl","1",58,"0","Democratic","European","Democratic",44117,"Apartment",115529,"0"
"12234","oh","1",25,"1","Democratic","","Democratic & Independent",93402,"Residential",131299,"0"
"12235","wy","1",80,"0","Republican","European","Republican",52662,"Unknown",212984,"0"
"12236","mi","1",36,"1","Republican","European","Republican",91000,"Residential",120624,"0"
"12237","mo","1",76,"0","Non-Partisan","European","Independent",69749,"Unknown",96067,"0"
"12238","va","1",20,"0","Democratic","European","Democratic",186000,"Residential",625000,"0"
"12239","pa","1",52,"1","Democratic","Likely African-American","Democratic",49320,"Apartment",40881,"0"
"12240","ca","1",38,"0","Democratic","Hispanic and Portuguese","Democratic",171000,"Apartment",737499,"0"
"12241","co","1",29,"1","Non-Partisan","East and South Asian","Independent",211000,"Residential",965664,"0"
"12242","tn","1",72,"1","Republican","European","Republican & Independent",69174,"Residential",371689,"1"
"12243","fl","1",32,"0","Republican","","Democratic & Republican",NA,"Unknown",115553,"0"
"12244","fl","0",63,"1","Republican","European","Republican",45356,"Residential",102947,"0"
"12245","va","1",49,"1","Republican","European","Republican",183000,"Residential",1712540,"1"
"12246","ca","1",25,"0","Democratic","Hispanic and Portuguese","Democratic",111632,"Unknown",408086,"0"
"12247","ny","0",63,"1","Republican","European","Republican & Independent",54166,"Residential",123624,"0"
"12248","ky","1",34,"1","Republican","European","Republican",68288,"Unknown",161617,"0"
"12249","ga","1",22,"0","Republican","European","Republican & Independent",146000,"Residential",228493,"0"
"12250","la","0",NA,"0","Democratic","Likely African-American","Democratic",18936,"Apartment",135949,"0"
"12251","ok","1",71,"0","Democratic","European","Democratic",63000,"Residential",121938,"0"
"12252","ca","1",57,"0","Democratic","Hispanic and Portuguese","Democratic",192000,"Residential",1037411,"0"
"12253","az","1",43,"1","Democratic","Hispanic and Portuguese","Democratic",14000,"Apartment",124058,"0"
"12254","ri","1",37,"1","Democratic","","Democratic",89000,"Unknown",615375,"0"
"12255","tx","1",29,"0","Democratic","European","Democratic",65000,"Residential",64068,"0"
"12256","pa","1",33,"0","Republican","European","Republican",73617,"Apartment",112567,"0"
"12257","ok","1",61,"1","Republican","European","Republican",49000,"Unknown",158434,"0"
"12258","ga","0",27,"0","Non-Partisan","European","Independent",122000,"Unknown",221046,"0"
"12259","ga","1",46,"1","Democratic","","Democratic & Independent",101402,"Residential",333061,"0"
"12260","ma","0",37,"0","Non-Partisan","Likely African-American","Independent",56332,"Apartment",192753,"0"
"12261","sd","1",32,"0","Democratic","European","Democratic",59230,"Residential",151372,"0"
"12262","wi","1",41,"0","Republican","","Republican & Independent",102109,"Apartment",329292,"0"
"12263","md","1",24,"0","Democratic","Likely African-American","Democratic & Independent",60611,"Residential",296731,"0"
"12264","ca","1",60,"0","Republican","Hispanic and Portuguese","Republican",45000,"Residential",385419,"0"
"12265","az","0",69,"0","Republican","","Republican",NA,"Apartment",NA,"0"
"12266","ca","1",27,"1","Reform","Other","Independent",146000,"Residential",563111,"0"
"12267","co","1",57,"1","Non-Partisan","East and South Asian","Democratic & Independent",NA,"Unknown",NA,"0"
"12268","al","0",23,"1","Non-Partisan","Hispanic and Portuguese","Independent",119000,"Unknown",158552,"0"
"12269","ca","1",29,"1","Democratic","European","Democratic & Republican",79000,"Apartment",248164,"0"
"12270","ny","0",56,"0","Democratic","Likely African-American","Democratic",74210,"Apartment",373748,"0"
"12271","ca","1",19,"0","Democratic","Hispanic and Portuguese","Democratic & Independent",69406,"Residential",493339,"0"
"12272","oh","1",61,"1","Republican","European","Republican",74230,"Unknown",NA,"0"
"12273","wi","0",NA,"1","Non-Partisan","European","Republican & Independent",109000,"Mobil Home",201514,"0"
"12274","ct","1",65,"1","Democratic","European","Democratic",112000,"Unknown",255499,"0"
"12275","il","1",63,"1","Republican","European","Republican",67499,"Residential",316129,"1"
"12276","ny","1",44,"1","Republican","European","Republican",209000,"Residential",772402,"0"
"12277","ca","0",18,"0","Libertarian","European","Independent",249000,"Apartment",630733,"0"
"12278","in","1",83,"1","Republican","European","Democratic & Republican & Independent",65000,"Residential",204234,"1"
"12279","ga","0",37,"0","Non-Partisan","European","Independent",82000,"Apartment",273115,"0"
"12280","ar","1",53,"1","Non-Partisan","European","Independent",15000,"Unknown",159958,"0"
"12281","sc","1",75,"1","Democratic","European","Democratic",18000,"Residential",219123,"0"
"12282","co","0",18,"1","Non-Partisan","European","Republican & Independent",146000,"Residential",741715,"0"
"12283","fl","0",57,"1","Democratic","Hispanic and Portuguese","Democratic & Republican",34000,"Apartment",170586,"0"
"12284","tx","0",70,"1","Republican","Hispanic and Portuguese","Republican",31000,"Apartment",151350,"0"
"12285","fl","1",66,"1","Non-Partisan","East and South Asian","Independent",78796,"Residential",433851,"0"
"12286","sc","0",61,"0","Democratic","European","Democratic",35000,"Residential",92026,"0"
"12287","ca","1",68,"0","Democratic","East and South Asian","Democratic",140067,"Residential",944215,"0"
"12288","fl","1",31,"0","Democratic","Likely African-American","Democratic & Independent",108800,"Residential",195312,"0"
"12289","fl","1",49,"1","Democratic","Hispanic and Portuguese","Democratic",50416,"Residential",234777,"0"
"12290","va","1",27,"1","Democratic","Likely African-American","Democratic",107499,"Apartment",424722,"0"
"12291","wa","1",63,"1","Democratic","European","Democratic",93000,"Apartment",688578,"0"
"12292","nv","0",41,"0","Democratic","Hispanic and Portuguese","Democratic",41000,"Unknown",197708,"0"
"12293","ca","1",75,"0","Republican","European","Republican",47000,"Apartment",496225,"0"
"12294","pa","1",89,"0","Republican","","Republican",58000,"Residential",130965,"1"
"12295","wi","1",32,"1","Republican","European","Republican",150925,"Residential",211566,"1"
"12296","mo","1",25,"0","Democratic","European","Democratic",129227,"Residential",253962,"0"
"12297","tn","0",58,"0","Non-Partisan","","Independent",90580,"Unknown",301315,"0"
"12298","tx","1",53,"1","Democratic","Hispanic and Portuguese","Democratic",48000,"Triplex",165690,"0"
"12299","sc","1",39,"0","Republican","European","Republican",75000,"Residential",112500,"0"
"12300","wa","1",62,"0","Republican","European","Republican",64000,"Residential",113280,"0"
"12301","tn","1",32,"1","Democratic","European","Democratic",250000,"Residential",625000,"0"
"12302","ny","1",21,"0","Independence","European","Independent",250000,"Apartment",224433,"0"
"12303","mi","1",73,"1","Republican","Likely African-American","Democratic & Republican",56999,"Residential",187500,"1"
"12304","fl","1",86,"1","Democratic","European","Democratic",43749,"Residential",656797,"1"
"12305","ca","1",24,"0","Democratic","European","Democratic",191000,"Unknown",839285,"0"
"12306","ca","0",41,"1","Republican","European","Republican",139000,"Residential",465573,"0"
"12307","ny","0",29,"0","Non-Partisan","European","Democratic & Independent",227000,"Apartment",665380,"0"
"12308","mn","1",60,"1","Republican","European","Republican",82000,"Residential",208682,"1"
"12309","mi","1",62,"0","Democratic","European","Democratic",81000,"Apartment",162500,"0"
"12310","sc","1",19,"0","Democratic","Likely African-American","Democratic",64000,"Apartment",138673,"0"
"12311","oh","1",94,"1","Republican","European","Republican",48000,"Residential",496428,"1"
"12312","md","1",30,"0","Other","","Democratic & Independent",234000,"Residential",553976,"0"
"12313","tx","1",44,"1","Democratic","East and South Asian","Democratic & Republican",120527,"Unknown",160937,"0"
"12314","tx","1",55,"0","Republican","Hispanic and Portuguese","Republican",47000,"Residential",45686,"0"
"12315","wa","1",80,"1","Non-Partisan","European","Independent",112000,"Residential",294827,"0"
"12316","nm","1",46,"0","Non-Partisan","Hispanic and Portuguese","Independent",128332,"Residential",216128,"0"
"12317","ma","1",67,"0","Democratic","European","Democratic",85763,"Apartment",279210,"1"
"12318","ca","1",58,"0","Democratic","European","Democratic",110000,"Apartment",612863,"0"
"12319","al","0",21,"1","Republican","","Democratic & Republican",60312,"Apartment",122384,"0"
"12320","mn","1",41,"0","Republican","","Republican",250000,"Unknown",549227,"0"
"12321","fl","1",75,"1","Non-Partisan","European","Republican & Independent",55000,"Residential",129109,"1"
"12322","pa","1",81,"1","Democratic","European","Democratic",57000,"Residential",325000,"0"
"12323","ca","1",33,"0","Non-Partisan","Hispanic and Portuguese","Independent",182000,"Residential",570235,"0"
"12324","id","1",75,"1","Democratic","European","Democratic & Republican",83000,"Residential",79166,"0"
"12325","az","1",58,"1","Republican","European","Republican & Independent",250000,"Residential",865999,"1"
"12326","ia","1",45,"1","Non-Partisan","East and South Asian","Independent",70000,"Apartment",109820,"0"
"12327","fl","0",44,"1","Republican","European","Republican",83000,"Apartment",97477,"1"
"12328","mt","1",53,"1","Republican","European","Republican",76000,"Residential",151747,"0"
"12329","tx","1",25,"0","Democratic","Hispanic and Portuguese","Democratic",76457,"Apartment",242390,"0"
"12330","ia","1",32,"0","Non-Partisan","European","Republican & Independent",61000,"Residential",157616,"0"
"12331","tx","0",36,"1","Non-Partisan","European","Independent",NA,"Unknown",NA,"0"
"12332","wa","0",54,"1","Non-Partisan","European","Independent",76000,"Residential",236497,"0"
"12333","ny","1",78,"1","Conservative","European","Independent",49121,"Residential",137291,"1"
"12334","mo","1",39,"1","Republican","European","Republican",112000,"Residential",344568,"0"
"12335","tx","1",72,"0","Republican","European","Republican",148000,"Residential",459344,"1"
"12336","id","1",43,"1","Republican","European","Republican",183000,"Residential",290340,"0"
"12337","mi","0",42,"1","Democratic","European","Democratic",9000,"Residential",162499,"0"
"12338","sc","0",51,"1","Democratic","Likely African-American","Democratic",58000,"Residential",127499,"0"
"12339","ca","1",58,"0","Republican","European","Republican",109000,"Apartment",578124,"0"
"12340","il","0",22,"0","Non-Partisan","European","Independent",36000,"Apartment",87500,"0"
"12341","oh","1",35,"1","Republican","European","Republican",30000,"Residential",169230,"1"
"12342","il","1",28,"1","Non-Partisan","European","Democratic & Independent",240000,"Residential",672365,"0"
"12343","nj","1",64,"0","Democratic","Likely African-American","Democratic",71821,"Duplex",377872,"0"
"12344","oh","1",78,"1","Democratic","","Democratic",36000,"Apartment",204600,"0"
"12345","ny","1",32,"1","Republican","European","Republican & Independent",148000,"Residential",485323,"0"
"12346","nj","1",72,"0","Democratic","European","Democratic",250000,"Apartment",1220557,"0"
"12347","ca","0",17,"0","Democratic","Other","Democratic & Independent",77000,"Residential",675146,"0"
"12348","mn","1",40,"1","Non-Partisan","European","Independent",64614,"Apartment",240815,"0"
"12349","mo","1",46,"0","Republican","European","Republican",114000,"Residential",185231,"1"
"12350","md","1",60,"1","Republican","European","Republican",126000,"Residential",345769,"0"
"12351","ny","1",27,"1","Republican","Hispanic and Portuguese","Republican",198000,"Apartment",874541,"0"
"12352","wa","1",46,"0","Democratic","European","Democratic",58204,"Triplex",281423,"0"
"12353","fl","1",67,"1","Democratic","European","Democratic",140841,"Apartment",1162982,"0"
"12354","az","1",44,"0","Non-Partisan","European","Independent",98314,"Residential",88635,"0"
"12355","tn","0",28,"0","Non-Partisan","Hispanic and Portuguese","Independent",44347,"Residential",235424,"0"
"12356","fl","0",61,"0","Non-Partisan","Hispanic and Portuguese","Independent",121000,"Unknown",147499,"0"
"12357","ca","1",70,"0","Republican","European","Republican",133776,"Apartment",771327,"0"
"12358","fl","0",36,"1","Democratic","Hispanic and Portuguese","Democratic",38000,"Apartment",254514,"0"
"12359","ny","1",77,"1","Republican","European","Republican & Independent",94000,"Residential",240300,"1"
"12360","tx","0",41,"1","Democratic","European","Democratic",250000,"Residential",257499,"0"
"12361","tx","1",54,"1","Democratic","Hispanic and Portuguese","Democratic & Republican",19000,"Residential",174259,"0"
"12362","ca","0",31,"0","Non-Partisan","Hispanic and Portuguese","Republican & Independent",157418,"Residential",2493662,"0"
"12363","fl","1",63,"1","Republican","European","Republican",168918,"Residential",585174,"0"
"12364","mi","1",35,"1","Democratic","Likely African-American","Democratic",49000,"Unknown",96817,"0"
"12365","nc","0",59,"0","Republican","European","Republican",65222,"Apartment",161816,"0"
"12366","ma","1",27,"1","Libertarian","European","Independent",106000,"Apartment",299954,"0"
"12367","mn","1",26,"1","Non-Partisan","East and South Asian","Democratic & Independent",102768,"Residential",133344,"0"
"12368","fl","0",73,"0","Democratic","Likely African-American","Democratic",NA,"Residential",187500,"0"
"12369","tx","1",55,"1","Democratic","Hispanic and Portuguese","Democratic",55000,"Residential",136249,"0"
"12370","ca","1",90,"0","Democratic","Likely African-American","Democratic",47000,"Apartment",499391,"0"
"12371","pa","1",29,"1","Republican","European","Democratic & Republican",46443,"Residential",154092,"0"
"12372","la","1",50,"1","Democratic","Likely African-American","Democratic & Independent",71603,"Apartment",163644,"0"
"12373","pa","0",39,"0","Democratic","Hispanic and Portuguese","Democratic",70000,"Unknown",107916,"0"
"12374","ca","1",61,"0","Republican","","Republican",88602,"Residential",481125,"0"
"12375","ga","0",57,"1","Non-Partisan","European","Independent",118000,"Apartment",127798,"0"
"12376","oh","1",68,"1","Non-Partisan","European","Independent",88319,"Residential",120624,"0"
"12377","la","0",23,"0","Non-Partisan","European","Independent",27762,"Residential",174114,"0"
"12378","ca","1",18,"1","Non-Partisan","European","Democratic & Republican & Independent",239000,"Residential",842989,"0"
"12379","tx","1",21,"0","Democratic","European","Democratic",131803,"Residential",404108,"0"
"12380","sd","1",54,"0","Republican","European","Republican",NA,"Apartment",NA,"0"
"12381","ks","1",34,"1","Democratic","Hispanic and Portuguese","Democratic",57825,"Residential",292299,"0"
"12382","ca","1",69,"1","Democratic","European","Democratic",112036,"Apartment",396628,"0"
"12383","nc","1",23,"1","Democratic","Likely African-American","Democratic & Independent",57704,"Unknown",34983,"0"
"12384","il","1",69,"1","Democratic","European","Democratic & Republican",NA,"Residential",NA,"0"
"12385","pa","1",37,"0","Democratic","European","Democratic",97548,"Residential",178874,"0"
"12386","al","1",25,"1","Republican","European","Republican",86000,"Unknown",65301,"0"
"12387","pa","1",64,"1","Democratic","European","Democratic",NA,"Apartment",NA,"0"
"12388","az","1",43,"1","Non-Partisan","Hispanic and Portuguese","Independent",78054,"Apartment",215004,"0"
"12389","nv","1",38,"1","Non-Partisan","European","Republican & Independent",104000,"Condominium",268536,"1"
"12390","fl","1",56,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",12000,"Residential",214019,"0"
"12391","ms","1",NA,"0","Non-Partisan","European","Democratic & Independent",85000,"Residential",164339,"0"
"12392","ca","1",18,"0","Non-Partisan","European","Independent",86292,"Apartment",952909,"0"
"12393","wa","1",29,"0","Democratic","European","Democratic",94000,"Apartment",336841,"0"
"12394","fl","0",32,"0","Republican","European","Republican",72544,"Unknown",194009,"0"
"12395","wa","0",61,"1","Republican","European","Republican",NA,"Unknown",NA,"0"
"12396","mi","1",42,"1","Democratic","European","Democratic",88000,"Apartment",130484,"1"
"12397","ny","1",98,"1","Democratic","European","Democratic",16000,"Apartment",220282,"1"
"12398","il","1",57,"0","Non-Partisan","","Independent",94453,"Residential",286363,"0"
"12399","wa","1",49,"0","Democratic","European","Democratic",80555,"Condominium",187500,"1"
"12400","ca","1",64,"1","Democratic","Hispanic and Portuguese","Democratic",10000,"Residential",359254,"0"
"12401","tx","1",22,"1","Republican","European","Republican",115000,"Residential",197525,"0"
"12402","nj","1",60,"1","Republican","","Republican & Independent",250000,"Residential",449116,"1"
"12403","pa","1",56,"1","Democratic","European","Democratic & Republican",33213,"Residential",138042,"0"
"12404","nc","1",31,"1","Non-Partisan","European","Independent",55000,"Residential",117136,"0"
"12405","ca","1",34,"0","Republican","Hispanic and Portuguese","Republican & Independent",69835,"Unknown",493087,"0"
"12406","va","0",47,"0","Non-Partisan","European","Independent",148000,"Residential",529426,"0"
"12407","va","1",36,"0","Democratic","Hispanic and Portuguese","Democratic",120000,"Residential",337780,"0"
"12408","pa","1",86,"0","Republican","European","Republican",250000,"Residential",625000,"0"
"12409","in","1",39,"1","Democratic","European","Democratic",89000,"Apartment",164857,"0"
"12410","ca","1",40,"0","Non-Partisan","Hispanic and Portuguese","Independent",30000,"Duplex",194635,"0"
"12411","wa","1",47,"0","Republican","European","Republican",73601,"Apartment",200819,"0"
"12412","tx","1",73,"0","Republican","European","Republican",175000,"Residential",432029,"0"
"12413","co","1",NA,"1","Non-Partisan","European","Independent",142000,"Mobil Home",263796,"0"
"12414","mt","1",50,"1","Non-Partisan","European","Independent",53084,"Residential",274999,"0"
"12415","il","1",30,"0","Democratic","Likely African-American","Democratic",83593,"Apartment",155255,"0"
"12416","ny","0",28,"1","Republican","European","Republican & Independent",111000,"Apartment",240300,"0"
"12417","tx","0",52,"1","Non-Partisan","European","Independent",20000,"Unknown",183332,"0"
"12418","tn","1",60,"0","Democratic","European","Democratic",143000,"Residential",325140,"1"
"12419","tx","1",62,"0","Republican","European","Republican",173000,"Apartment",322460,"0"
"12420","fl","0",63,"0","Democratic","European","Democratic & Independent",101711,"Residential",238888,"0"
"12421","mn","1",27,"0","Democratic","","Democratic",162499,"Residential",426957,"0"
"12422","co","1",20,"1","Democratic","Hispanic and Portuguese","Democratic",71000,"Unknown",131372,"0"
"12423","ca","1",39,"0","Democratic","European","Democratic & Republican",103000,"Residential",599790,"0"
"12424","tx","0",21,"1","Democratic","Likely African-American","Democratic",128888,"Residential",156421,"0"
"12425","oh","1",35,"1","Democratic","Likely African-American","Democratic",33845,"Apartment",99190,"0"
"12426","ny","0",40,"1","Democratic","Likely African-American","Democratic & Independent",86000,"Apartment",212500,"0"
"12427","va","0",48,"0","Non-Partisan","European","Independent",62720,"Residential",167187,"0"
"12428","ny","0",65,"1","Democratic","Likely African-American","Democratic",14000,"Residential",173932,"0"
"12429","ma","0",18,"0","Non-Partisan","European","Independent",149122,"Residential",854641,"0"
"12430","tx","1",40,"1","Democratic","Hispanic and Portuguese","Democratic",68739,"Apartment",88628,"0"
"12431","ma","1",70,"0","Non-Partisan","Hispanic and Portuguese","Independent",98000,"Residential",249541,"1"
"12432","in","1",66,"1","Non-Partisan","European","Independent",85525,"Residential",333332,"0"
"12433","il","0",19,"0","Democratic","Likely African-American","Democratic & Independent",70416,"Apartment",109197,"0"
"12434","ca","1",47,"1","Republican","European","Republican",107600,"Residential",577745,"0"
"12435","sc","0",22,"1","Non-Partisan","European","Independent",173000,"Residential",214473,"0"
"12436","tx","1",45,"0","Non-Partisan","European","Independent",93000,"Unknown",144193,"0"
"12437","or","0",43,"0","Non-Partisan","European","Independent",86000,"Residential",187500,"1"
"12438","mi","1",24,"1","Democratic","Hispanic and Portuguese","Democratic",146000,"Residential",238251,"0"
"12439","pa","1",60,"0","Democratic","European","Democratic & Republican",83000,"Residential",68062,"0"
"12440","tn","1",25,"1","Republican","European","Republican",66000,"Residential",342235,"0"
"12441","mi","1",60,"1","Democratic","Likely African-American","Democratic",42000,"Apartment",78332,"1"
"12442","mi","1",60,"0","Democratic","European","Democratic",78184,"Residential",86572,"0"
"12443","ca","1",69,"1","Republican","East and South Asian","Republican",192000,"Residential",1950000,"0"
"12444","oh","1",74,"0","Republican","European","Republican",117000,"Residential",98157,"0"
"12445","ms","0",71,"0","Non-Partisan","Likely African-American","Democratic & Independent",6000,"Residential",87076,"0"
"12446","ny","0",21,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",177034,"Residential",593870,"0"
"12447","wa","1",76,"1","Republican","European","Republican",89000,"Residential",372839,"0"
"12448","de","0",71,"0","Non-Partisan","Hispanic and Portuguese","Independent",56000,"Residential",95347,"1"
"12449","tx","1",83,"1","Democratic","Likely African-American","Democratic & Republican",117000,"Residential",299129,"1"
"12450","az","1",29,"0","Libertarian","Hispanic and Portuguese","Independent",192000,"Apartment",726737,"0"
"12451","mn","1",30,"0","Non-Partisan","","Independent",66644,"Unknown",212968,"0"
"12452","nj","1",52,"0","Democratic","European","Democratic",127147,"Apartment",835044,"0"
"12453","mo","1",52,"0","Republican","European","Republican",235655,"Residential",511485,"0"
"12454","nc","1",24,"0","Democratic","European","Democratic",43000,"Mobil Home",152563,"0"
"12455","pa","0",32,"0","Republican","European","Democratic & Republican",17557,"Unknown",137500,"0"
"12456","la","1",55,"1","Democratic","European","Democratic",88000,"Residential",273683,"0"
"12457","pa","1",34,"1","Democratic","European","Democratic",64425,"Apartment",176189,"0"
"12458","ia","1",34,"1","Democratic","","Democratic",59374,"Residential",309890,"0"
"12459","fl","0",65,"0","Republican","Hispanic and Portuguese","Republican",117000,"Residential",137500,"0"
"12460","tn","1",48,"0","Non-Partisan","European","Republican & Independent",190000,"Residential",445713,"0"
"12461","va","1",41,"1","Republican","European","Republican",55000,"Unknown",252960,"0"
"12462","wi","0",NA,"1","Democratic","European","Democratic",24000,"Residential",167934,"0"
"12463","me","1",64,"0","Republican","European","Republican",70770,"Apartment",180321,"0"
"12464","co","0",74,"1","Non-Partisan","European","Independent",53094,"Residential",443486,"1"
"12465","mt","1",41,"1","Republican","European","Republican",113000,"Residential",299799,"0"
"12466","wv","0",29,"0","Republican","Other","Republican & Independent",172000,"Residential",241169,"0"
"12467","mi","0",35,"0","Democratic","Likely African-American","Democratic",89000,"Unknown",121938,"0"
"12468","va","1",37,"0","Democratic","European","Democratic",140000,"Residential",594465,"0"
"12469","wv","1",65,"1","Republican","European","Republican & Independent",30000,"Residential",162500,"1"
"12470","fl","1",36,"1","Non-Partisan","","Democratic & Republican & Independent",250000,"Residential",625000,"0"
"12471","md","1",88,"0","Democratic","European","Democratic",92000,"Unknown",227726,"1"
"12472","az","1",42,"1","Democratic","European","Democratic",96000,"Unknown",163602,"0"
"12473","ny","0",23,"1","Democratic","European","Democratic",80000,"Apartment",283177,"0"
"12474","tn","1",21,"0","Non-Partisan","European","Independent",68000,"Residential",133990,"0"
"12475","nc","1",59,"0","Republican","European","Republican",47000,"Unknown",95860,"1"
"12476","nj","0",29,"1","Non-Partisan","European","Independent",92000,"Residential",163689,"0"
"12477","ca","1",26,"0","Democratic","Hispanic and Portuguese","Democratic & Independent",107385,"Duplex",1950000,"0"
"12478","ny","0",39,"1","Democratic","European","Democratic & Independent",119414,"Apartment",620918,"0"
"12479","mo","0",47,"0","Non-Partisan","European","Independent",103000,"Residential",157189,"1"
"12480","fl","1",56,"1","Republican","European","Republican",88792,"Residential",207910,"1"
"12481","ms","1",39,"0","Non-Partisan","European","Independent",26000,"Unknown",73925,"0"
"12482","tx","1",55,"1","Republican","European","Republican",69000,"Residential",140107,"1"
"12483","wi","1",NA,"0","Non-Partisan","European","Independent",58000,"Apartment",341730,"0"
"12484","ny","1",65,"1","Democratic","East and South Asian","Democratic",55000,"Apartment",293749,"0"
"12485","va","1",67,"0","Democratic","European","Democratic",64736,"Residential",273242,"1"
"12486","ca","1",42,"1","Democratic","Hispanic and Portuguese","Democratic",100199,"Residential",2180062,"0"
"12487","ny","1",66,"0","Democratic","Other","Democratic",242000,"Condominium",576549,"0"
"12488","fl","1",47,"1","Democratic","Hispanic and Portuguese","Democratic",118000,"Condominium",112500,"0"
"12489","ca","1",50,"1","Republican","European","Republican",104000,"Unknown",379797,"0"
"12490","nc","1",58,"0","Non-Partisan","European","Democratic & Independent",161000,"Residential",274845,"0"
"12491","va","0",24,"0","Non-Partisan","European","Independent",86000,"Residential",183522,"0"
"12492","ca","1",60,"0","Democratic","Hispanic and Portuguese","Democratic & Republican",18025,"Residential",210813,"0"
"12493","ok","1",49,"0","Democratic","","Democratic",54000,"Residential",90551,"0"
"12494","tx","1",72,"1","Democratic","","Democratic",32000,"Residential",129582,"0"
"12495","ca","1",64,"1","Democratic","","Democratic",209000,"Residential",1810703,"0"
"12496","co","1",80,"1","Republican","European","Republican",250000,"Apartment",987499,"0"
"12497","ca","1",32,"1","Democratic","Hispanic and Portuguese","Democratic",53000,"Residential",565794,"0"
"12498","ma","0",76,"1","Democratic","Likely African-American","Democratic",61028,"Residential",216849,"0"
"12499","ut","1",82,"0","Republican","European","Republican",86529,"Residential",387315,"1"
"12500","ok","1",36,"1","Democratic","European","Democratic",35881,"Residential",97499,"0"
"12501","oh","0",52,"0","Non-Partisan","","Independent",56000,"Residential",297868,"0"
"12502","md","1",34,"0","Non-Partisan","Hispanic and Portuguese","Republican & Independent",169000,"Residential",425000,"0"
"12503","fl","0",32,"0","Non-Partisan","European","Independent",116000,"Residential",593749,"0"
"12504","az","1",48,"1","Republican","European","Republican",180000,"Residential",346061,"1"
"12505","nc","1",23,"1","Non-Partisan","","Republican & Independent",250000,"Residential",440162,"0"
