"","state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation"
"10835","ut","1",31,"1","Non-Partisan","","Independent",84000,"Unknown",208276,"0"
"10836","ny","0",31,"0","Non-Partisan","Hispanic and Portuguese","Independent",85281,"Apartment",362174,"0"
"10837","wa","1",30,"0","Democratic","European","Democratic",131000,"Residential",550223,"0"
"10838","az","0",47,"0","Democratic","European","Democratic",31000,"Residential",242919,"0"
"10839","pa","0",68,"1","Republican","European","Democratic & Republican",35704,"Unknown",138905,"0"
"10840","or","1",51,"1","Non-Partisan","European","Republican & Independent",66000,"Residential",298243,"0"
"10841","ak","1",58,"0","Democratic","","Democratic",41000,"Residential",211577,"0"
"10842","ct","1",66,"1","Democratic","European","Democratic & Independent",63361,"Residential",805402,"1"
"10843","nj","1",36,"0","Non-Partisan","","Republican & Independent",68288,"Residential",528295,"0"
"10844","ca","1",42,"0","Democratic","European","Democratic",31000,"Apartment",402585,"0"
"10845","pa","1",47,"0","Democratic","European","Democratic",95000,"Residential",457662,"1"
"10846","la","1",44,"1","Democratic","Likely African-American","Democratic",38888,"Apartment",133653,"0"
"10847","tx","1",75,"1","Non-Partisan","European","Independent",202000,"Residential",338234,"0"
"10848","mi","0",56,"0","Democratic","European","Democratic",57000,"Residential",62500,"1"
"10849","fl","1",49,"0","Constitution","European","Democratic & Republican & Independent",84000,"Residential",310193,"0"
"10850","ca","1",26,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Republican & Independent",120000,"Residential",571999,"0"
"10851","nj","1",65,"1","Democratic","Likely African-American","Democratic",94530,"Residential",625362,"0"
"10852","ca","1",48,"0","Democratic","East and South Asian","Democratic",58090,"Residential",849283,"0"
"10853","dc","1",62,"1","Democratic","Likely African-American","Democratic",71756,"Residential",442744,"0"
"10854","tn","1",68,"1","Republican","European","Republican",95802,"Residential",195191,"0"
"10855","ca","1",48,"0","Democratic","Hispanic and Portuguese","Democratic & Republican & Independent",220000,"Residential",564782,"1"
"10856","ca","0",23,"0","Non-Partisan","European","Democratic & Independent",44867,"Residential",625000,"0"
"10857","ny","0",89,"0","Non-Partisan","","Independent",55102,"Apartment",475000,"0"
"10858","nm","0",67,"1","Non-Partisan","East and South Asian","Democratic & Independent",86000,"Unknown",158434,"0"
"10859","mn","1",91,"1","Democratic","European","Democratic",73907,"Residential",390515,"1"
"10860","wi","1",59,"0","Republican","European","Republican & Independent",193000,"Residential",199807,"0"
"10861","ca","0",39,"0","Non-Partisan","European","Independent",53199,"Residential",319111,"0"
"10862","ky","1",74,"1","Republican","","Democratic & Republican",64145,"Residential",290562,"1"
"10863","in","0",71,"0","Non-Partisan","Other","Independent",NA,"Apartment",NA,"0"
"10864","nj","1",48,"1","Democratic","Likely African-American","Democratic",55318,"Residential",203429,"0"
"10865","sc","0",20,"1","Democratic","Likely African-American","Democratic",27000,"Apartment",388324,"0"
"10866","tx","0",31,"0","Democratic","Hispanic and Portuguese","Democratic",117528,"Residential",181620,"0"
"10867","az","0",22,"0","Democratic","European","Democratic",137221,"Apartment",235525,"0"
"10868","sc","1",41,"1","Non-Partisan","European","Independent",250000,"Residential",346720,"0"
"10869","nj","1",74,"1","Democratic","","Democratic",102249,"Apartment",94832,"0"
"10870","mo","0",26,"0","Democratic","European","Democratic",80122,"Apartment",194375,"1"
"10871","tx","1",60,"1","Democratic","Hispanic and Portuguese","Democratic",60896,"Residential",247780,"1"
"10872","il","1",65,"0","Democratic","European","Democratic",72000,"Residential",117841,"1"
"10873","nj","0",56,"0","Democratic","Likely African-American","Democratic",72000,"Apartment",274358,"0"
"10874","ny","1",50,"0","Republican","European","Republican",93000,"Residential",158504,"1"
"10875","fl","1",61,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",67000,"Apartment",162500,"0"
"10876","ga","1",46,"1","Republican","European","Republican",250000,"Residential",469720,"0"
"10877","tx","1",66,"0","Republican","European","Republican",71249,"Residential",187500,"1"
"10878","nc","1",44,"0","Non-Partisan","European","Independent",28000,"Residential",216128,"0"
"10879","ga","0",48,"0","Non-Partisan","Likely African-American","Independent",7000,"Apartment",192208,"0"
"10880","mn","1",74,"1","Democratic","","Democratic",77000,"Unknown",263829,"0"
"10881","mi","1",43,"1","Non-Partisan","European","Independent",82000,"Apartment",199860,"0"
"10882","sd","1",71,"1","Democratic","Likely African-American","Democratic",85437,"Apartment",211499,"1"
"10883","in","0",47,"1","Democratic","Likely African-American","Democratic",35000,"Apartment",82766,"0"
"10884","az","1",42,"0","Democratic","European","Democratic & Independent",114743,"Residential",542951,"0"
"10885","ca","1",19,"1","Non-Partisan","European","Republican & Independent",111135,"Residential",377032,"0"
"10886","pa","1",36,"0","Republican","European","Republican",9000,"Residential",171204,"0"
"10887","ca","1",29,"0","Republican","","Republican",99000,"Unknown",348624,"0"
"10888","in","0",45,"0","Non-Partisan","European","Democratic & Independent",77000,"Residential",210972,"0"
"10889","fl","1",72,"1","Democratic","European","Democratic",13000,"Residential",342605,"1"
"10890","ct","0",19,"0","Non-Partisan","Other","Independent",155050,"Apartment",259349,"0"
"10891","nc","0",63,"1","Non-Partisan","European","Independent",173000,"Apartment",443165,"0"
"10892","md","1",71,"0","Non-Partisan","European","Democratic & Independent",234000,"Residential",1032895,"1"
"10893","ny","1",53,"1","Democratic","European","Democratic",208000,"Residential",521776,"1"
"10894","ca","1",43,"0","Republican","European","Democratic & Republican",98000,"Residential",894703,"1"
"10895","wv","1",57,"0","Republican","European","Democratic & Republican",38000,"Residential",19749,"0"
"10896","wa","1",25,"1","Democratic","European","Democratic",117000,"Apartment",519301,"0"
"10897","ca","1",31,"0","Non-Partisan","","Independent",250000,"Residential",1509319,"0"
"10898","wi","1",69,"0","Republican","European","Republican",111221,"Residential",203407,"1"
"10899","fl","1",26,"0","Democratic","European","Democratic",NA,"Apartment",232726,"0"
"10900","wa","1",75,"0","Republican","European","Republican",53386,"Residential",240890,"0"
"10901","mt","0",52,"1","Non-Partisan","European","Independent",40693,"Apartment",94062,"0"
"10902","ca","1",59,"1","Democratic","European","Democratic",21000,"Residential",117841,"0"
"10903","ca","1",55,"1","Democratic","European","Democratic",18000,"Residential",229916,"0"
"10904","nc","0",74,"1","Democratic","Likely African-American","Democratic",12000,"Apartment",81475,"0"
"10905","tx","1",75,"0","Democratic","European","Democratic",70908,"Residential",145461,"1"
"10906","ca","1",62,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",123322,"Residential",1015052,"1"
"10907","mi","1",24,"1","Republican","European","Republican",250000,"Residential",317195,"0"
"10908","pa","0",34,"1","Non-Partisan","European","Independent",62000,"Residential",234911,"0"
"10909","al","1",63,"1","Republican","European","Republican",61000,"Residential",112500,"1"
"10910","tx","1",65,"1","Republican","European","Republican",27000,"Residential",166186,"1"
"10911","or","1",47,"1","Democratic","European","Democratic & Republican",68000,"Residential",212043,"0"
"10912","ca","1",41,"0","Democratic","European","Democratic",146000,"Mobil Home",1472057,"0"
"10913","wa","1",74,"0","Democratic","European","Democratic",45000,"Apartment",594481,"0"
"10914","wi","1",38,"1","Democratic","East and South Asian","Democratic",129761,"Residential",197391,"0"
"10915","md","1",67,"1","Democratic","Hispanic and Portuguese","Democratic",48451,"Condominium",229246,"0"
"10916","wv","0",21,"0","Non-Partisan","European","Independent",34772,"Unknown",161175,"0"
"10917","ga","1",75,"0","Non-Partisan","European","Independent",70000,"Apartment",87500,"0"
"10918","va","0",55,"1","Non-Partisan","","Independent",250000,"Unknown",517134,"0"
"10919","ca","1",60,"1","American Independent","European","Republican & Independent",243124,"Residential",1306898,"0"
"10920","tx","0",25,"1","Republican","European","Republican",38000,"Residential",162500,"0"
"10921","pa","1",83,"0","Non-Partisan","European","Democratic & Independent",80000,"Residential",240819,"1"
"10922","la","1",64,"0","Democratic","Likely African-American","Democratic & Independent",72068,"Residential",190624,"0"
"10923","ma","1",85,"0","Democratic","European","Democratic",91000,"Residential",334945,"1"
"10924","nc","1",76,"1","Republican","European","Republican",122000,"Residential",210692,"0"
"10925","wa","1",58,"1","Non-Partisan","European","Independent",99000,"Duplex",865999,"0"
"10926","ga","1",24,"1","Non-Partisan","European","Independent",124000,"Residential",447169,"0"
"10927","nv","1",31,"0","Republican","European","Republican",38000,"Apartment",364890,"0"
"10928","ca","0",59,"0","Republican","European","Republican",128000,"Residential",713810,"1"
"10929","id","0",49,"0","Democratic","Hispanic and Portuguese","Democratic",8000,"Unknown",65337,"0"
"10930","wi","1",81,"1","Non-Partisan","European","Independent",27856,"Unknown",185057,"0"
"10931","ma","0",33,"0","Non-Partisan","Hispanic and Portuguese","Independent",199000,"Duplex",739117,"0"
"10932","ca","1",36,"1","Democratic","Hispanic and Portuguese","Democratic",125000,"Apartment",625000,"1"
"10933","ca","0",44,"0","Democratic","European","Democratic",54999,"Apartment",421977,"0"
"10934","ga","1",52,"0","Republican","East and South Asian","Republican & Independent",52546,"Residential",237500,"0"
"10935","de","0",20,"1","Non-Partisan","European","Independent",158000,"Apartment",395348,"1"
"10936","ok","0",48,"0","Republican","European","Republican",11000,"Residential",65640,"0"
"10937","co","0",46,"1","Democratic","Other","Democratic & Independent",129761,"Unknown",424376,"0"
"10938","ct","1",73,"1","Democratic","European","Democratic",161110,"Residential",602351,"1"
"10939","mo","0",84,"1","Republican","European","Republican",90178,"Residential",162473,"0"
"10940","pa","1",21,"1","Republican","European","Republican",40624,"Unknown",130484,"0"
"10941","oh","1",93,"1","Republican","European","Republican & Independent",42000,"Residential",84674,"1"
"10942","pa","1",74,"0","Non-Partisan","European","Republican & Independent",108000,"Residential",284925,"1"
"10943","ny","0",69,"1","Non-Partisan","Hispanic and Portuguese","Independent",32000,"Apartment",401137,"0"
"10944","ny","1",70,"1","Republican","European","Republican",60582,"Residential",81645,"1"
"10945","ny","0",30,"0","Independence","European","Democratic & Republican & Independent",250000,"Apartment",577651,"0"
"10946","tx","0",63,"0","Non-Partisan","Hispanic and Portuguese","Independent",53430,"Residential",87500,"0"
"10947","al","0",57,"0","Democratic","Likely African-American","Democratic",98000,"Apartment",137499,"0"
"10948","mi","1",18,"1","Democratic","Hispanic and Portuguese","Democratic",55428,"Apartment",283436,"0"
"10949","ca","1",27,"1","Republican","Hispanic and Portuguese","Republican",74000,"Residential",363786,"0"
"10950","mi","1",85,"0","Republican","European","Republican",72200,"Residential",112500,"1"
"10951","nj","1",78,"1","Democratic","Likely African-American","Democratic",54658,"Duplex",117227,"0"
"10952","mi","1",74,"1","Democratic","European","Democratic",48000,"Residential",70579,"1"
"10953","tx","0",31,"1","Republican","Hispanic and Portuguese","Republican",118000,"Residential",498927,"0"
"10954","tx","0",31,"1","Democratic","Other","Democratic",73332,"Unknown",124828,"0"
"10955","ca","1",42,"1","Republican","European","Republican & Independent",134000,"Residential",1163117,"0"
"10956","mi","1",71,"1","Democratic","European","Democratic & Republican",199000,"Residential",672343,"0"
"10957","ca","0",24,"1","Non-Partisan","Hispanic and Portuguese","Independent",146000,"Condominium",404108,"0"
"10958","ca","1",26,"1","Republican","European","Republican",194000,"Residential",1593665,"1"
"10959","tx","1",36,"1","Democratic","European","Democratic",109000,"Residential",176856,"0"
"10960","fl","1",67,"1","Republican","Hispanic and Portuguese","Republican",41457,"Residential",284321,"0"
"10961","tx","0",69,"0","Republican","European","Republican",9000,"Residential",141128,"0"
"10962","ia","1",20,"1","Republican","","Republican",250000,"Residential",413153,"0"
"10963","tx","1",22,"0","Non-Partisan","Hispanic and Portuguese","Independent",30000,"Apartment",219817,"0"
"10964","ca","0",65,"1","Democratic","European","Democratic & Independent",68000,"Apartment",437962,"0"
"10965","ca","0",30,"0","Non-Partisan","East and South Asian","Independent",250000,"Residential",1000000,"0"
"10966","nh","1",65,"1","Republican","European","Republican & Independent",223000,"Residential",1144338,"1"
"10967","ks","1",27,"0","Republican","European","Republican & Independent",105000,"Residential",338486,"0"
"10968","fl","1",18,"1","Democratic","Hispanic and Portuguese","Democratic & Republican & Independent",180000,"Residential",402805,"0"
"10969","ms","1",36,"1","Non-Partisan","European","Independent",234000,"Residential",672188,"0"
"10970","az","1",59,"1","Republican","European","Republican",58558,"Condominium",113530,"0"
"10971","pa","1",73,"0","Republican","European","Republican",36841,"Residential",145897,"1"
"10972","ca","0",54,"0","Republican","European","Republican",150799,"Residential",629629,"0"
"10973","ca","0",45,"1","Democratic","Hispanic and Portuguese","Democratic",81000,"Apartment",505759,"0"
"10974","wa","0",41,"0","Non-Partisan","European","Democratic & Republican & Independent",60642,"Residential",258522,"0"
"10975","ny","1",58,"0","Republican","European","Republican",67028,"Duplex",347413,"1"
"10976","nj","1",87,"0","Republican","European","Democratic & Republican & Independent",86000,"Residential",428180,"1"
"10977","mi","1",57,"0","Democratic","European","Democratic",79505,"Residential",234500,"0"
"10978","ms","1",26,"1","Non-Partisan","European","Independent",90093,"Residential",179347,"0"
"10979","nc","0",25,"1","Democratic","European","Democratic & Independent",88484,"Residential",107499,"0"
"10980","il","0",75,"1","Republican","European","Republican",82221,"Unknown",212500,"1"
"10981","co","0",45,"1","Non-Partisan","","Independent",88000,"Residential",249323,"0"
"10982","nm","1",24,"0","Non-Partisan","European","Democratic & Republican & Independent",98000,"Residential",374333,"1"
"10983","nc","0",39,"0","Non-Partisan","Hispanic and Portuguese","Republican & Independent",55624,"Residential",250782,"1"
"10984","la","1",29,"0","Republican","European","Republican",199000,"Residential",494999,"0"
"10985","wi","0",NA,"1","Non-Partisan","","Independent",95542,"Apartment",197221,"0"
"10986","nv","1",35,"1","Non-Partisan","European","Independent",22000,"Residential",377325,"1"
"10987","ia","1",20,"0","Non-Partisan","European","Independent",88000,"Residential",175466,"0"
"10988","fl","0",42,"0","Registered Independent","European","Independent",13000,"Residential",532507,"0"
"10989","tx","1",71,"1","Democratic","European","Democratic & Republican",250000,"Residential",899993,"0"
"10990","ga","0",29,"1","Democratic","Likely African-American","Democratic",43408,"Unknown",342248,"0"
"10991","wi","1",44,"1","Republican","European","Republican",72613,"Residential",228467,"0"
"10992","ca","1",18,"1","Republican","East and South Asian","Democratic & Republican",111000,"Residential",760869,"0"
"10993","tn","1",64,"1","Republican","European","Republican & Independent",58000,"Residential",168518,"0"
"10994","wi","1",74,"0","Republican","European","Republican",53204,"Residential",98499,"0"
"10995","ca","0",18,"0","Non-Partisan","Hispanic and Portuguese","Independent",124901,"Apartment",429645,"0"
"10996","tn","1",80,"0","Republican","European","Republican",60312,"Residential",144999,"1"
"10997","nc","1",24,"0","Democratic","Hispanic and Portuguese","Democratic",69428,"Residential",329019,"0"
"10998","ca","1",18,"1","Non-Partisan","European","Republican & Independent",103000,"Residential",215555,"0"
"10999","pa","1",67,"1","Democratic","Hispanic and Portuguese","Democratic",103068,"Residential",264634,"0"
"11000","md","1",83,"1","Non-Partisan","European","Republican & Independent",201000,"Residential",773708,"1"
"11001","wv","0",37,"1","Democratic","","Democratic",65000,"Unknown",34448,"0"
"11002","tx","0",77,"0","Democratic","European","Democratic",72000,"Residential",208363,"1"
"11003","tx","1",33,"1","Non-Partisan","Hispanic and Portuguese","Independent",144000,"Unknown",121154,"0"
"11004","ma","1",36,"0","Non-Partisan","European","Independent",83172,"Residential",262500,"0"
"11005","fl","1",57,"0","Democratic","European","Democratic",98000,"Apartment",161797,"0"
"11006","ca","1",72,"0","Democratic","European","Democratic",95000,"Residential",512263,"1"
"11007","mn","1",38,"0","Republican","European","Republican",220000,"Residential",612211,"0"
"11008","nc","0",20,"1","Non-Partisan","European","Democratic & Independent",230000,"Residential",617286,"0"
"11009","nc","1",77,"0","Republican","European","Democratic & Republican",108000,"Residential",132351,"0"
"11010","nj","1",60,"0","Republican","European","Republican & Independent",244000,"Residential",NA,"0"
"11011","oh","1",42,"1","Republican","European","Democratic & Republican",87000,"Residential",270662,"1"
"11012","ca","1",35,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",93000,"Residential",324904,"0"
"11013","co","1",55,"1","Republican","","Democratic & Republican & Independent",113803,"Residential",736110,"0"
"11014","in","1",71,"1","Republican","Other","Democratic & Republican",135681,"Residential",386428,"0"
"11015","ga","0",29,"1","Non-Partisan","Other","Independent",NA,"Unknown",125817,"0"
"11016","co","0",36,"1","Non-Partisan","","Independent",85000,"Residential",222534,"0"
"11017","va","1",56,"1","Democratic","European","Democratic",77000,"Residential",527302,"0"
"11018","ia","1",25,"0","Republican","","Republican",68451,"Apartment",124807,"0"
"11019","co","1",19,"1","Non-Partisan","European","Republican & Independent",161000,"Residential",929843,"0"
"11020","ga","1",27,"0","Non-Partisan","European","Republican & Independent",250000,"Residential",1374999,"0"
"11021","ny","1",65,"1","Republican","European","Democratic & Republican",236231,"Residential",1045181,"0"
"11022","ia","1",47,"1","Non-Partisan","European","Republican & Independent",75136,"Residential",115178,"1"
"11023","mi","1",47,"0","Democratic","European","Democratic",107000,"Residential",197124,"0"
"11024","pa","0",40,"0","Non-Partisan","","Democratic & Independent",88178,"Residential",224999,"0"
"11025","ca","0",42,"1","Democratic","European","Democratic",62000,"Apartment",187096,"0"
"11026","ny","1",36,"0","Non-Partisan","European","Democratic & Independent",35000,"Residential",430404,"0"
"11027","sc","1",51,"1","Democratic","European","Democratic",164540,"Residential",357562,"0"
"11028","ca","1",67,"0","Non-Partisan","European","Independent",32812,"Apartment",358429,"0"
"11029","sc","0",33,"0","Republican","Likely African-American","Republican",13000,"Apartment",63973,"0"
"11030","nj","1",56,"1","Democratic","European","Democratic",37720,"Triplex",181500,"0"
"11031","in","1",64,"0","Non-Partisan","European","Democratic & Independent",69000,"Residential",120689,"1"
"11032","or","0",79,"0","Democratic","Hispanic and Portuguese","Democratic",52000,"Residential",166196,"1"
"11033","la","0",38,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",51000,"Unknown",270565,"0"
"11034","id","1",50,"0","Republican","European","Republican",68855,"Residential",249218,"0"
"11035","wa","1",69,"0","Republican","European","Republican",157000,"Residential",754205,"0"
"11036","ga","1",45,"1","Democratic","European","Democratic",55000,"Residential",130985,"0"
"11037","ca","1",45,"1","Non-Partisan","European","Democratic & Independent",47682,"Unknown",260660,"0"
"11038","va","1",40,"0","Republican","European","Republican",97499,"Residential",187500,"1"
"11039","oh","1",66,"1","Democratic","European","Democratic",19749,"Unknown",37500,"0"
"11040","pa","1",54,"0","Democratic","","Democratic & Republican",97000,"Apartment",178845,"0"
"11041","vt","1",51,"1","Non-Partisan","European","Independent",57410,"Residential",NA,"0"
"11042","co","1",61,"0","Non-Partisan","","Democratic & Independent",66000,"Residential",281689,"1"
"11043","va","1",52,"1","Democratic","European","Democratic",40000,"Residential",137500,"1"
"11044","ny","1",32,"0","Democratic","European","Democratic",250000,"Apartment",377853,"1"
"11045","il","1",48,"0","Non-Partisan","European","Independent",39749,"Triplex",394999,"0"
"11046","ny","1",29,"0","Republican","Hispanic and Portuguese","Republican & Independent",66617,"Apartment",499241,"0"
"11047","ga","0",28,"0","Democratic","Likely African-American","Democratic",58000,"Unknown",203803,"0"
"11048","ms","0",NA,"0","Non-Partisan","European","Democratic & Independent",57000,"Residential",146329,"0"
"11049","ut","1",21,"0","Non-Partisan","European","Democratic & Independent",250000,"Apartment",355460,"0"
"11050","oh","1",17,"0","Non-Partisan","European","Independent",150000,"Residential",250957,"0"
"11051","ny","0",45,"1","Non-Partisan","East and South Asian","Independent",104000,"Residential",243629,"0"
"11052","nj","1",73,"1","Democratic","European","Democratic",143554,"Residential",297934,"1"
"11053","ia","1",60,"0","Republican","European","Republican & Independent",93604,"Residential",181500,"0"
"11054","nv","0",30,"0","Democratic","Hispanic and Portuguese","Democratic",32000,"Apartment",NA,"0"
"11055","co","1",34,"1","Democratic","","Democratic",73268,"Unknown",277909,"0"
"11056","oh","1",58,"0","Republican","European","Republican",61000,"Residential",136148,"0"
"11057","ny","1",56,"1","Democratic","European","Democratic",47000,"Apartment",135197,"0"
"11058","ca","1",64,"1","Democratic","European","Democratic",140624,"Residential",1066322,"0"
"11059","tx","1",39,"0","Non-Partisan","","Independent",45000,"Residential",144931,"0"
"11060","or","1",47,"0","Non-Partisan","Hispanic and Portuguese","Independent",106000,"Unknown",570651,"0"
"11061","ny","1",81,"0","Republican","European","Republican & Independent",127000,"Residential",287500,"0"
"11062","ca","0",53,"0","Republican","Hispanic and Portuguese","Republican",102109,"Unknown",224163,"0"
"11063","tx","1",28,"0","Democratic","Hispanic and Portuguese","Democratic",105000,"Apartment",282431,"0"
"11064","nj","1",51,"1","Democratic","European","Democratic & Republican",58000,"Residential",157189,"1"
"11065","ks","1",64,"1","Republican","European","Republican",165000,"Residential",549227,"0"
"11066","mn","1",71,"0","Republican","European","Republican",149000,"Residential",462831,"1"
"11067","il","1",44,"1","Non-Partisan","European","Independent",92417,"Residential",107512,"0"
"11068","md","1",32,"1","Democratic","Likely African-American","Democratic & Independent",108427,"Residential",767725,"0"
"11069","ny","0",32,"1","Democratic","Likely African-American","Democratic",55480,"Apartment",335005,"0"
"11070","co","1",45,"1","Non-Partisan","European","Democratic & Independent",60896,"Residential",225245,"0"
"11071","tx","0",49,"1","Republican","Hispanic and Portuguese","Republican",113000,"Apartment",536974,"0"
"11072","mi","0",58,"1","Non-Partisan","European","Independent",25000,"Apartment",137500,"0"
"11073","ca","1",19,"1","Non-Partisan","European","Independent",64000,"Residential",318219,"0"
"11074","ny","0",46,"0","Non-Partisan","European","Independent",72000,"Residential",164123,"0"
"11075","tx","1",65,"1","Democratic","European","Democratic",110763,"Residential",234896,"0"
"11076","ky","1",51,"1","Democratic","European","Democratic & Republican",120000,"Residential",177128,"0"
"11077","wi","1",42,"0","Republican","European","Republican",71000,"Residential",225505,"1"
"11078","md","0",35,"1","Non-Partisan","European","Independent",118000,"Apartment",479563,"0"
"11079","wa","1",73,"0","Republican","European","Republican",104000,"Residential",1244135,"0"
"11080","nc","0",27,"0","Republican","European","Republican & Independent",250000,"Residential",509099,"0"
"11081","ca","1",41,"0","Republican","European","Democratic & Republican & Independent",250000,"Residential",584301,"1"
"11082","ca","0",83,"1","Non-Partisan","Other","Independent",63000,"Apartment",418416,"0"
"11083","tx","1",75,"1","Republican","","Republican",250000,"Residential",1224717,"0"
"11084","ky","1",74,"0","Republican","European","Republican",42000,"Residential",151785,"1"
"11085","va","1",72,"0","Democratic","European","Democratic",NA,"Unknown",NA,"0"
"11086","ca","1",19,"1","Democratic","East and South Asian","Democratic",221000,"Residential",1856229,"0"
"11087","tn","1",56,"1","Republican","European","Democratic & Republican & Independent",151000,"Residential",87500,"1"
"11088","ok","1",76,"1","Republican","European","Republican",59000,"Unknown",207473,"0"
"11089","va","0",31,"1","Non-Partisan","Likely African-American","Independent",73000,"Apartment",169857,"0"
"11090","ca","0",28,"1","Non-Partisan","European","Independent",227000,"Residential",1028528,"0"
"11091","tx","0",47,"0","Non-Partisan","Hispanic and Portuguese","Independent",56315,"Residential",122044,"0"
"11092","nc","1",53,"1","Non-Partisan","European","Independent",114526,"Residential",676785,"1"
"11093","ca","1",47,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",67346,"Residential",647305,"1"
"11094","ky","0",74,"0","Republican","European","Democratic & Republican",25000,"Residential",162500,"1"
"11095","mo","1",90,"0","Republican","European","Republican",46363,"Residential",201448,"1"
"11096","tx","0",21,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Republican & Independent",66764,"Unknown",156441,"0"
"11097","mi","1",48,"0","Democratic","European","Democratic",33000,"Residential",208682,"0"
"11098","tx","1",58,"1","Republican","European","Republican",136000,"Residential",204609,"0"
"11099","al","0",20,"1","Democratic","Likely African-American","Democratic",9000,"Apartment",97346,"0"
"11100","pa","1",36,"1","Republican","European","Republican",82268,"Residential",197595,"0"
"11101","oh","0",18,"1","Democratic","Other","Democratic",68416,"Apartment",107805,"0"
"11102","co","1",42,"1","Democratic","European","Democratic",95312,"Residential",378922,"0"
"11103","tx","0",57,"1","Republican","Hispanic and Portuguese","Republican",78000,"Apartment",211206,"0"
"11104","ms","1",38,"1","Non-Partisan","European","Democratic & Independent",49000,"Unknown",69983,"0"
"11105","ca","0",45,"0","Non-Partisan","East and South Asian","Independent",250000,"Residential",2493662,"0"
"11106","ca","1",58,"1","Republican","East and South Asian","Democratic & Republican",250000,"Residential",2408705,"0"
"11107","mi","1",30,"1","Democratic","European","Democratic",72000,"Residential",298968,"0"
"11108","pa","1",49,"0","Republican","European","Republican & Independent",122000,"Residential",1144831,"0"
"11109","ny","1",69,"0","Democratic","East and South Asian","Democratic & Republican",166000,"Residential",737499,"0"
"11110","pa","1",72,"1","Democratic","","Democratic",NA,"Apartment",135624,"1"
"11111","mi","1",46,"0","Republican","European","Republican",56000,"Duplex",472315,"0"
"11112","nv","1",35,"0","Non-Partisan","European","Democratic & Independent",71000,"Residential",362944,"0"
"11113","mn","1",33,"1","Democratic","Likely African-American","Independent",78471,"Apartment",180786,"0"
"11114","nv","1",73,"1","Republican","European","Republican",47332,"Residential",294142,"0"
"11115","tx","1",35,"1","Democratic","Hispanic and Portuguese","Democratic",41303,"Apartment",174386,"0"
"11116","ca","0",44,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",30000,"Residential",533653,"0"
"11117","co","1",27,"0","Non-Partisan","","Democratic & Independent",135000,"Unknown",634146,"0"
"11118","ca","0",37,"1","Non-Partisan","Hispanic and Portuguese","Independent",20000,"Apartment",328163,"0"
"11119","oh","1",29,"1","Non-Partisan","European","Independent",25000,"Residential",62250,"0"
"11120","ny","1",96,"1","Republican","European","Republican",140000,"Residential",1090547,"1"
"11121","ca","1",62,"1","Non-Partisan","Hispanic and Portuguese","Independent",91000,"Residential",678659,"0"
"11122","pa","1",71,"0","Republican","European","Republican",134000,"Residential",190714,"1"
"11123","nj","1",18,"1","Democratic","European","Democratic & Independent",250000,"Residential",1000000,"0"
"11124","co","1",41,"1","Non-Partisan","European","Republican & Independent",198000,"Residential",552095,"1"
"11125","al","1",21,"1","Republican","European","Republican",61874,"Apartment",104690,"0"
"11126","il","1",45,"1","Republican","European","Republican & Independent",54012,"Residential",218042,"0"
"11127","mo","1",55,"0","Democratic","European","Democratic",126000,"Residential",469539,"0"
"11128","ca","1",54,"1","Republican","East and South Asian","Democratic & Republican & Independent",198000,"Residential",2154501,"1"
"11129","tx","1",39,"0","Republican","European","Republican",109538,"Residential",336526,"0"
"11130","ak","1",NA,"0","Democratic","Hispanic and Portuguese","Democratic",85000,"Apartment",408168,"0"
"11131","ca","1",67,"0","Non-Partisan","European","Democratic & Independent",197000,"Residential",990830,"0"
"11132","mi","1",94,"1","Republican","European","Democratic & Republican",97000,"Residential",87500,"1"
"11133","ky","1",24,"1","Democratic","European","Democratic",135000,"Unknown",120646,"0"
"11134","va","1",63,"0","Democratic","European","Democratic",74166,"Residential",278128,"1"
"11135","az","1",72,"1","Non-Partisan","","Republican & Independent",60000,"Duplex",161742,"1"
"11136","az","0",40,"0","Republican","Hispanic and Portuguese","Republican",61000,"Apartment",174518,"0"
"11137","il","0",52,"0","Non-Partisan","European","Independent",24000,"Apartment",89499,"0"
"11138","il","0",77,"1","Non-Partisan","European","Democratic & Independent",50681,"Mobil Home",148215,"1"
"11139","ny","1",58,"0","Democratic","European","Democratic",188000,"Condominium",219213,"1"
"11140","pa","0",51,"1","Non-Partisan","European","Independent",34558,"Apartment",152309,"0"
"11141","tn","1",63,"1","Non-Partisan","European","Independent",250000,"Residential",493402,"0"
"11142","va","1",39,"1","Democratic","Likely African-American","Democratic",138020,"Apartment",167759,"0"
"11143","co","1",41,"1","Non-Partisan","European","Republican & Independent",63280,"Unknown",332557,"0"
