"","state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation"
"11136","nc","0",68,"0","Democratic","Likely African-American","Democratic & Independent",35000,"Apartment",112500,"0"
"11137","ny","0",56,"1","Democratic","Likely African-American","Democratic",9000,"Apartment",153692,"0"
"11138","ca","1",68,"0","Other","Hispanic and Portuguese","Independent",158860,"Unknown",418958,"0"
"11139","ny","1",67,"0","Republican","European","Republican",73084,"Apartment",221605,"1"
"11140","de","0",34,"0","Democratic","Likely African-American","Democratic",28000,"Apartment",241553,"0"
"11141","nh","1",59,"0","Non-Partisan","European","Republican & Independent",135080,"Residential",582627,"1"
"11142","nj","1",24,"0","Democratic","Likely African-American","Democratic",45000,"Apartment",143763,"0"
"11143","wi","1",33,"0","Democratic","European","Democratic",47000,"Residential",228197,"0"
"11144","ct","1",48,"1","Democratic","European","Democratic",98373,"Residential",389654,"0"
"11145","ia","1",31,"0","Non-Partisan","European","Republican & Independent",175000,"Residential",265554,"0"
"11146","fl","0",36,"0","Non-Partisan","European","Democratic & Independent",92203,"Residential",197785,"0"
"11147","la","0",19,"0","Democratic","Likely African-American","Democratic",90000,"Apartment",180356,"0"
"11148","or","1",45,"0","Non-Partisan","European","Republican & Independent",19000,"Residential",37500,"0"
"11149","mi","1",74,"1","Non-Partisan","European","Independent",36000,"Residential",112500,"1"
"11150","mi","0",50,"0","Non-Partisan","","Independent",112000,"Mobil Home",74184,"0"
"11151","ga","0",NA,"1","Non-Partisan","Likely African-American","Independent",49642,"Apartment",221252,"0"
"11152","ms","0",NA,"0","Non-Partisan","European","Republican & Independent",33000,"Unknown",145999,"0"
"11153","or","0",79,"1","Non-Partisan","East and South Asian","Independent",55127,"Apartment",647108,"0"
"11154","wv","1",34,"1","Democratic","European","Democratic & Republican",NA,"Unknown",NA,"0"
"11155","wi","0",NA,"1","Non-Partisan","European","Independent",38789,"Apartment",35301,"0"
"11156","mo","0",39,"1","Non-Partisan","European","Independent",31000,"Unknown",201350,"0"
"11157","va","1",18,"0","Republican","European","Democratic & Republican & Independent",188297,"Residential",1372727,"0"
"11158","in","0",52,"0","Democratic","Hispanic and Portuguese","Democratic & Independent",93570,"Residential",248809,"0"
"11159","ca","0",60,"0","Democratic","East and South Asian","Democratic",198000,"Residential",1511457,"0"
"11160","mo","1",39,"1","Democratic","Likely African-American","Democratic",126000,"Apartment",245160,"0"
"11161","mi","1",47,"0","Republican","European","Republican",53000,"Residential",62500,"0"
"11162","ms","1",NA,"1","Non-Partisan","","Independent",138000,"Residential",183923,"0"
"11163","nh","0",79,"0","Non-Partisan","European","Independent",250000,"Residential",553355,"0"
"11164","wa","1",37,"0","Non-Partisan","","Democratic & Independent",117000,"Apartment",1076972,"0"
"11165","ny","1",34,"0","Conservative","European","Democratic & Republican & Independent",140000,"Unknown",546874,"0"
"11166","va","1",67,"1","Non-Partisan","European","Independent",148933,"Residential",737902,"0"
"11167","va","1",83,"1","Democratic","European","Democratic",209000,"Residential",608233,"1"
"11168","wi","0",60,"0","Democratic","European","Democratic",96000,"Duplex",191833,"1"
"11169","sc","1",65,"1","Democratic","European","Democratic",58000,"Residential",122038,"0"
"11170","nc","1",23,"0","Non-Partisan","European","Republican & Independent",62000,"Residential",415462,"0"
"11171","ma","1",61,"1","Democratic","Hispanic and Portuguese","Democratic",78783,"Residential",599999,"0"
"11172","co","0",40,"0","Democratic","European","Democratic & Independent",6000,"Apartment",342235,"0"
"11173","ca","0",42,"1","Democratic","Hispanic and Portuguese","Democratic",83000,"Duplex",881135,"0"
"11174","sc","1",25,"1","Non-Partisan","","Independent",46606,"Residential",655837,"0"
"11175","wv","1",66,"0","Republican","European","Republican",69000,"Residential",81764,"0"
"11176","mn","1",26,"1","Non-Partisan","East and South Asian","Independent",146249,"Residential",436440,"0"
"11177","tx","0",24,"1","Non-Partisan","Hispanic and Portuguese","Independent",83000,"Apartment",187500,"0"
"11178","ny","1",27,"1","Republican","European","Republican & Independent",146000,"Residential",260546,"0"
"11179","ca","1",62,"0","Republican","European","Republican & Independent",187000,"Residential",915202,"1"
"11180","mi","1",62,"0","Republican","European","Republican",68181,"Residential",425000,"1"
"11181","nj","1",49,"0","Democratic","Hispanic and Portuguese","Democratic & Independent",71481,"Apartment",202663,"0"
"11182","co","1",18,"0","Democratic","European","Democratic & Independent",83000,"Residential",239029,"0"
"11183","va","1",86,"0","Democratic","Likely African-American","Democratic",46060,"Residential",101785,"0"
"11184","va","1",30,"0","Republican","European","Democratic & Republican",236000,"Residential",557700,"0"
"11185","ky","1",22,"1","Republican","European","Republican",NA,"Residential",171432,"0"
"11186","ny","1",62,"1","Democratic","Likely African-American","Democratic",31000,"Duplex",327272,"0"
"11187","ny","1",50,"1","Democratic","European","Democratic & Republican",52058,"Residential",365644,"1"
"11188","ga","0",36,"0","Democratic","Likely African-American","Democratic",65000,"Apartment",88999,"0"
"11189","ca","1",39,"1","Republican","European","Republican",92000,"Apartment",368711,"0"
"11190","ks","1",52,"0","Democratic","European","Democratic & Republican",185555,"Residential",203362,"0"
"11191","mo","1",53,"0","Republican","European","Republican",97000,"Residential",221346,"0"
"11192","fl","0",26,"1","Non-Partisan","European","Independent",201000,"Apartment",450437,"0"
"11193","tn","1",59,"1","Democratic","European","Democratic & Independent",80182,"Apartment",297868,"0"
"11194","fl","1",24,"1","Democratic","Hispanic and Portuguese","Democratic & Republican",31000,"Apartment",171874,"0"
"11195","mi","1",46,"0","Democratic","European","Democratic",29000,"Apartment",64999,"0"
"11196","pa","1",83,"0","Republican","European","Democratic & Republican & Independent",94071,"Residential",593289,"1"
"11197","va","1",52,"1","Democratic","European","Democratic",107000,"Apartment",333112,"0"
"11198","tx","1",35,"1","Democratic","European","Democratic",47000,"Unknown",145454,"0"
"11199","mo","0",53,"0","Republican","European","Democratic & Republican",57000,"Residential",144999,"0"
"11200","co","1",66,"0","Non-Partisan","European","Independent",70000,"Unknown",131163,"0"
"11201","wi","1",43,"0","Democratic","European","Democratic",158634,"Residential",425404,"1"
"11202","sd","1",53,"0","Republican","","Republican",106000,"Residential",190019,"1"
"11203","fl","1",33,"0","Democratic","European","Democratic",75000,"Apartment",131249,"0"
"11204","tx","1",32,"0","Republican","European","Republican",86249,"Apartment",440589,"0"
"11205","wi","1",NA,"0","Republican","European","Republican",76000,"Apartment",210717,"0"
"11206","tn","1",73,"1","Non-Partisan","European","Independent",31000,"Residential",142208,"1"
"11207","ny","1",39,"0","Non-Partisan","European","Independent",80434,"Residential",245057,"0"
"11208","il","1",54,"1","Democratic","European","Democratic & Independent",191000,"Residential",256853,"0"
"11209","ky","1",34,"1","Democratic","European","Democratic & Republican",57221,"Residential",76606,"0"
"11210","wi","0",NA,"0","Democratic","European","Democratic & Republican & Independent",78000,"Residential",539349,"0"
"11211","ca","1",66,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",92000,"Duplex",394810,"1"
"11212","tx","1",89,"1","Democratic","European","Democratic",49000,"Apartment",255664,"1"
"11213","ma","1",19,"1","Non-Partisan","European","Independent",69059,"Apartment",291666,"0"
"11214","or","1",26,"0","Non-Partisan","East and South Asian","Independent",197000,"Unknown",940373,"0"
"11215","wi","1",77,"1","Democratic","European","Democratic",250000,"Residential",614226,"1"
"11216","mi","0",23,"0","Democratic","European","Democratic",8000,"Apartment",50069,"0"
"11217","ak","1",NA,"0","Independence","European","Independent",NA,"Unknown",NA,"0"
"11218","al","0",54,"0","Republican","European","Republican",150000,"Residential",522211,"1"
"11219","ga","1",37,"0","Republican","European","Democratic & Republican & Independent",198000,"Residential",423612,"0"
"11220","mn","1",41,"1","Republican","European","Republican",149000,"Residential",421874,"0"
"11221","fl","0",30,"1","Democratic","European","Democratic",73332,"Residential",417690,"1"
"11222","ct","0",34,"1","Non-Partisan","European","Independent",250000,"Residential",575559,"0"
"11223","va","1",58,"1","Democratic","European","Democratic",40000,"Residential",287894,"0"
"11224","or","0",35,"0","Democratic","European","Democratic & Independent",59676,"Residential",314457,"0"
"11225","nj","0",18,"0","Democratic","Hispanic and Portuguese","Democratic",250000,"Condominium",1125293,"0"
"11226","id","1",40,"0","Republican","European","Republican",61000,"Residential",392205,"0"
"11227","ok","1",66,"0","Republican","European","Republican",209000,"Residential",367228,"0"
"11228","wv","1",27,"0","Democratic","European","Democratic & Independent",114000,"Residential",182994,"0"
"11229","mo","1",38,"1","Democratic","European","Democratic",63000,"Residential",117227,"1"
"11230","fl","0",44,"1","Democratic","Hispanic and Portuguese","Democratic",82000,"Residential",162500,"0"
"11231","ma","1",49,"1","Non-Partisan","European","Democratic & Independent",160000,"Residential",271506,"0"
"11232","mi","0",54,"0","Democratic","Likely African-American","Democratic",33000,"Apartment",167072,"0"
"11233","ny","0",44,"0","Non-Partisan","Likely African-American","Democratic & Independent",16695,"Apartment",190340,"0"
"11234","fl","1",19,"0","Non-Partisan","European","Republican & Independent",174000,"Residential",370312,"0"
"11235","ky","0",27,"1","Democratic","European","Democratic",12000,"Apartment",136883,"0"
"11236","ma","1",41,"1","Non-Partisan","European","Independent",121000,"Residential",295312,"0"
"11237","nc","0",33,"0","Democratic","Hispanic and Portuguese","Democratic",49037,"Residential",162500,"0"
"11238","sc","1",58,"0","Democratic","European","Democratic",21000,"Apartment",172166,"1"
"11239","ca","1",57,"1","Republican","European","Republican & Independent",107291,"Residential",821666,"0"
"11240","ia","1",55,"1","Non-Partisan","European","Independent",47000,"Residential",237901,"0"
"11241","oh","1",27,"0","Non-Partisan","European","Independent",68000,"Residential",110010,"0"
"11242","ca","1",63,"1","Republican","European","Republican & Independent",92547,"Residential",247195,"1"
"11243","ny","1",59,"0","Democratic","European","Democratic",144000,"Residential",1160022,"1"
"11244","ga","0",40,"1","Democratic","European","Democratic",118000,"Residential",167104,"0"
"11245","il","1",49,"0","Democratic","European","Democratic",99000,"Residential",329823,"0"
"11246","id","0",52,"1","Non-Partisan","","Democratic & Independent",87280,"Residential",492771,"1"
"11247","ny","1",50,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",6000,"Apartment",126785,"0"
"11248","ca","1",28,"1","Democratic","European","Democratic",87384,"Residential",226090,"0"
"11249","nc","1",75,"1","Democratic","European","Democratic",17499,"Residential",148545,"1"
"11250","ia","0",49,"1","Non-Partisan","European","Independent",44210,"Mobil Home",126999,"0"
"11251","vt","0",45,"0","Non-Partisan","European","Independent",37000,"Unknown",99264,"0"
"11252","nc","1",79,"1","Republican","European","Republican",34673,"Residential",579544,"0"
"11253","sc","1",68,"0","Republican","European","Republican",136000,"Residential",612863,"0"
"11254","tx","1",44,"1","Democratic","Hispanic and Portuguese","Democratic",37000,"Apartment",182537,"0"
"11255","ca","1",34,"1","Democratic","European","Democratic & Independent",113000,"Residential",808852,"0"
"11256","ar","1",88,"0","Republican","European","Republican",43000,"Apartment",139129,"0"
"11257","fl","1",80,"1","Republican","East and South Asian","Republican",91000,"Apartment",805402,"1"
"11258","tn","1",90,"1","Non-Partisan","European","Independent",31000,"Residential",107614,"1"
"11259","oh","1",52,"1","Democratic","European","Democratic",177580,"Residential",221720,"0"
"11260","ky","1",82,"1","Democratic","European","Democratic",14000,"Unknown",158107,"0"
"11261","ca","1",36,"1","Democratic","European","Democratic",173484,"Apartment",715516,"1"
"11262","tn","0",42,"0","Non-Partisan","European","Independent",59000,"Residential",167638,"1"
"11263","wa","1",37,"0","Republican","European","Republican",72000,"Mobil Home",119791,"0"
"11264","ca","0",35,"1","Democratic","European","Democratic & Independent",64000,"Residential",348570,"0"
"11265","id","1",55,"0","Non-Partisan","European","Independent",71169,"Residential",93332,"0"
"11266","tx","1",82,"0","Republican","European","Republican",36249,"Residential",215917,"0"
"11267","wi","0",NA,"1","Democratic","","Democratic",31320,"Apartment",216085,"0"
"11268","ga","0",18,"0","Democratic","Likely African-American","Democratic",39642,"Residential",141268,"0"
"11269","ny","0",47,"1","Non-Partisan","European","Independent",26000,"Apartment",159211,"0"
"11270","mn","1",26,"0","Non-Partisan","European","Independent",111098,"Residential",625000,"0"
"11271","ky","1",24,"1","Republican","European","Democratic & Republican",75000,"Residential",278502,"0"
"11272","ca","1",35,"0","Democratic","European","Democratic & Independent",89000,"Residential",2677238,"0"
"11273","tx","1",40,"0","Republican","Hispanic and Portuguese","Republican",24000,"Residential",87500,"0"
"11274","ut","0",28,"0","American Independent","European","Independent",49000,"Apartment",263810,"0"
"11275","ks","1",62,"1","Republican","European","Republican & Independent",62236,"Residential",168832,"0"
"11276","md","0",79,"1","Democratic","Likely African-American","Democratic & Independent",116358,"Residential",365561,"1"
"11277","me","1",63,"1","Democratic","Hispanic and Portuguese","Democratic",167000,"Residential",368763,"0"
"11278","wa","1",73,"1","Democratic","European","Democratic",69059,"Mobil Home",190798,"1"
"11279","md","1",NA,"0","Democratic","European","Democratic",171373,"Residential",361861,"0"
"11280","tx","1",40,"0","Democratic","","Democratic",82000,"Residential",368914,"0"
"11281","ms","1",30,"1","Non-Partisan","European","Independent",122000,"Apartment",287955,"0"
"11282","mi","1",63,"0","Republican","European","Republican",39000,"Residential",257786,"1"
"11283","ca","1",66,"1","Democratic","Likely African-American","Democratic",93702,"Apartment",405813,"0"
"11284","in","1",36,"0","Democratic","European","Democratic",91000,"Residential",287500,"0"
"11285","ms","1",86,"1","Democratic","","Democratic",55000,"Residential",87500,"1"
"11286","nh","1",33,"0","American Independent","European","Democratic & Independent",158577,"Apartment",451082,"0"
"11287","il","1",56,"0","Republican","European","Republican",156617,"Residential",396906,"0"
"11288","il","0",42,"0","Democratic","European","Democratic & Independent",110226,"Residential",314285,"0"
"11289","fl","1",25,"1","Democratic","Likely African-American","Democratic",222000,"Apartment",824108,"1"
"11290","pa","1",40,"1","Democratic","European","Democratic & Independent",68892,"Residential",91666,"1"
"11291","ca","0",32,"0","Non-Partisan","Other","Republican & Independent",146000,"Apartment",381404,"0"
"11292","il","1",34,"0","Republican","European","Republican & Independent",100000,"Residential",487499,"1"
"11293","ca","1",42,"0","Non-Partisan","European","Republican & Independent",250000,"Residential",1844798,"0"
"11294","mi","1",58,"1","Democratic","","Democratic",67000,"Residential",236446,"0"
"11295","al","1",66,"0","Republican","European","Democratic & Republican",28000,"Residential",122158,"0"
"11296","ca","1",62,"0","Republican","European","Republican",185000,"Residential",807032,"0"
"11297","ny","0",39,"0","Democratic","Hispanic and Portuguese","Democratic",72000,"Apartment",274739,"0"
"11298","oh","0",69,"0","Non-Partisan","European","Independent",14000,"Apartment",129411,"0"
"11299","il","0",31,"1","Non-Partisan","European","Independent",78000,"Residential",NA,"0"
"11300","ca","1",71,"1","Republican","European","Republican",107011,"Condominium",625000,"1"
"11301","ok","1",77,"1","Republican","","Republican",49708,"Residential",37500,"1"
"11302","tx","1",57,"1","Democratic","European","Democratic",220651,"Residential",205835,"0"
"11303","ca","1",71,"1","Democratic","European","Democratic",89000,"Apartment",1575301,"0"
"11304","tx","1",26,"0","Democratic","European","Democratic",112000,"Apartment",349999,"0"
"11305","ny","1",44,"0","Republican","European","Democratic & Republican",39000,"Residential",583442,"0"
"11306","tx","1",36,"1","Non-Partisan","European","Independent",NA,"Residential",171874,"1"
"11307","ca","1",20,"1","Non-Partisan","Hispanic and Portuguese","Independent",68042,"Apartment",173834,"0"
"11308","tx","1",37,"1","Republican","Other","Republican",166000,"Unknown",559402,"0"
"11309","wa","0",54,"0","Democratic","European","Democratic",73000,"Unknown",296373,"0"
"11310","ga","1",67,"1","Democratic","Likely African-American","Democratic",59166,"Residential",147118,"0"
"11311","va","1",40,"1","Democratic","Likely African-American","Democratic",55000,"Unknown",69499,"0"
"11312","tn","1",60,"1","Non-Partisan","Likely African-American","Independent",62000,"Apartment",192187,"0"
"11313","pa","1",30,"0","Republican","European","Republican",NA,"Apartment",NA,"0"
"11314","fl","0",80,"0","Republican","Hispanic and Portuguese","Democratic & Republican",13000,"Apartment",224166,"1"
"11315","oh","1",70,"1","Democratic","European","Democratic",59000,"Apartment",264982,"0"
"11316","pa","0",18,"1","Non-Partisan","European","Independent",67000,"Residential",152027,"0"
"11317","tn","0",22,"1","Non-Partisan","European","Independent",89000,"Unknown",148974,"0"
"11318","ga","0",38,"0","Democratic","Likely African-American","Democratic",54473,"Apartment",121083,"0"
"11319","de","1",38,"1","Democratic","Likely African-American","Democratic",71000,"Apartment",138738,"0"
"11320","tx","0",34,"1","Republican","","Republican",25000,"Residential",59944,"0"
"11321","sc","0",40,"1","Democratic","European","Democratic",38000,"Unknown",141604,"0"
"11322","il","0",65,"0","Non-Partisan","East and South Asian","Independent",92000,"Apartment",232912,"0"
"11323","tn","0",43,"0","Democratic","European","Democratic",61517,"Residential",346849,"0"
"11324","mi","0",24,"0","Democratic","Likely African-American","Democratic",78749,"Apartment",137500,"0"
"11325","ks","1",43,"1","Libertarian","European","Independent",57000,"Apartment",87633,"0"
"11326","il","0",38,"0","Non-Partisan","European","Independent",73000,"Apartment",179653,"0"
"11327","tn","0",44,"1","Non-Partisan","European","Independent",70938,"Residential",272482,"0"
"11328","pa","1",31,"0","Republican","European","Democratic & Republican",42092,"Residential",187500,"0"
"11329","ma","1",23,"1","Non-Partisan","European","Independent",130000,"Condominium",472615,"0"
"11330","ma","1",65,"1","Republican","European","Republican",104807,"Residential",328513,"0"
"11331","ca","0",22,"0","Democratic","European","Democratic",74849,"Residential",254069,"0"
"11332","mi","1",78,"0","Democratic","European","Democratic & Independent",53717,"Residential",87249,"1"
"11333","fl","1",59,"1","Non-Partisan","European","Republican & Independent",250000,"Residential",799877,"0"
"11334","va","0",81,"0","Democratic","European","Democratic",17000,"Apartment",106640,"1"
"11335","ga","0",39,"1","Non-Partisan","European","Republican & Independent",109000,"Residential",308475,"0"
"11336","tx","0",72,"0","Non-Partisan","European","Independent",70000,"Apartment",266201,"0"
"11337","va","0",34,"1","Democratic","Other","Democratic",51690,"Apartment",241169,"0"
"11338","wa","1",20,"1","Democratic","European","Democratic",92977,"Residential",268106,"0"
"11339","ca","1",42,"0","Democratic","Other","Democratic",39721,"Apartment",769656,"0"
"11340","ia","1",62,"0","Democratic","European","Democratic",151000,"Residential",439914,"0"
"11341","ny","0",21,"0","Democratic","Likely African-American","Democratic & Republican & Independent",120000,"Apartment",222580,"0"
"11342","ny","0",35,"0","Democratic","European","Democratic",99332,"Apartment",461332,"0"
"11343","mn","1",61,"1","Democratic","European","Democratic",112945,"Apartment",232147,"0"
"11344","oh","1",40,"0","Non-Partisan","","Republican & Independent",69328,"Apartment",192544,"0"
"11345","wi","1",33,"1","Non-Partisan","","Independent",50555,"Apartment",116612,"0"
"11346","az","1",72,"0","Republican","European","Republican",82000,"Residential",390051,"0"
"11347","dc","1",57,"0","Non-Partisan","European","Democratic & Independent",98000,"Condominium",313130,"1"
"11348","co","1",25,"1","Democratic","Hispanic and Portuguese","Democratic",141476,"Residential",293743,"0"
"11349","tx","0",18,"1","Democratic","Hispanic and Portuguese","Democratic",80528,"Apartment",78593,"0"
"11350","nh","1",70,"1","Republican","East and South Asian","Republican",250000,"Residential",909747,"1"
"11351","nc","0",37,"0","Non-Partisan","","Republican & Independent",42000,"Unknown",241508,"0"
"11352","az","0",48,"1","Democratic","Hispanic and Portuguese","Democratic",76562,"Apartment",249323,"0"
"11353","oh","1",81,"1","Democratic","European","Democratic",130457,"Residential",158593,"1"
"11354","oh","1",51,"0","Democratic","European","Democratic & Republican",112000,"Residential",165033,"1"
"11355","nd","1",NA,"0","Non-Partisan","","Independent",89240,"Residential",12500,"0"
"11356","ma","1",42,"1","Non-Partisan","European","Independent",106143,"Residential",482329,"0"
"11357","tx","1",27,"1","Democratic","Hispanic and Portuguese","Democratic",136606,"Residential",411169,"0"
"11358","md","1",29,"1","Non-Partisan","European","Democratic & Independent",93000,"Residential",216410,"0"
"11359","nm","1",37,"0","Democratic","European","Democratic",68974,"Residential",185869,"0"
"11360","sd","0",75,"0","Republican","European","Democratic & Republican",33000,"Unknown",80807,"0"
"11361","sc","1",67,"1","Democratic","European","Democratic",118000,"Residential",418907,"0"
"11362","co","0",42,"0","Republican","European","Republican",202000,"Apartment",519843,"0"
"11363","il","1",56,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",69317,"Unknown",117227,"1"
"11364","il","1",72,"1","Republican","European","Republican",70155,"Residential",142465,"1"
"11365","fl","0",28,"1","Non-Partisan","Hispanic and Portuguese","Independent",68671,"Apartment",150444,"0"
"11366","tn","1",27,"1","Democratic","Likely African-American","Democratic & Independent",113749,"Residential",116538,"0"
"11367","mo","1",53,"0","Democratic","European","Democratic",250000,"Residential",713140,"0"
"11368","wi","1",63,"1","Republican","","Republican & Independent",52000,"Residential",250344,"0"
"11369","ct","1",25,"1","Non-Partisan","European","Democratic & Republican & Independent",107000,"Residential",250522,"0"
"11370","fl","1",67,"0","Registered Independent","European","Republican & Independent",118000,"Residential",329394,"0"
"11371","ma","0",60,"0","Non-Partisan","European","Democratic & Independent",111000,"Residential",309217,"0"
"11372","fl","1",60,"1","Republican","European","Republican",73268,"Residential",162500,"0"
"11373","va","1",55,"0","Democratic","European","Democratic & Republican",250000,"Unknown",792426,"0"
"11374","la","1",20,"0","Democratic","European","Democratic & Republican & Independent",64238,"Residential",204963,"0"
"11375","tx","1",26,"0","Democratic","Likely African-American","Democratic",27980,"Apartment",63170,"0"
"11376","pa","1",54,"0","Non-Partisan","European","Independent",69275,"Residential",NA,"0"
"11377","va","0",43,"1","Republican","European","Republican",41874,"Apartment",271785,"0"
"11378","ca","1",48,"0","Republican","European","Democratic & Republican",190000,"Apartment",875000,"0"
"11379","pa","1",23,"0","Non-Partisan","European","Independent",NA,"Apartment",NA,"0"
"11380","az","1",58,"1","Registered Independent","","Republican & Independent",67240,"Residential",342411,"0"
"11381","mi","1",35,"0","Democratic","European","Democratic",250000,"Residential",457997,"0"
"11382","ms","0",NA,"0","Democratic","Likely African-American","Democratic",69848,"Apartment",153419,"0"
"11383","pa","1",57,"1","Democratic","European","Democratic",222000,"Residential",307224,"1"
"11384","oh","1",30,"0","Non-Partisan","European","Independent",60896,"Apartment",93399,"0"
"11385","sc","1",29,"0","Republican","","Republican",95000,"Unknown",247788,"0"
"11386","tx","1",44,"1","Republican","","Republican",65437,"Residential",325326,"0"
"11387","ok","1",20,"1","Non-Partisan","European","Democratic & Independent",124000,"Unknown",137500,"0"
"11388","wv","1",31,"0","Democratic","European","Democratic",92934,"Residential",455525,"0"
"11389","wv","1",63,"0","Republican","European","Republican",91158,"Residential",168525,"0"
"11390","al","1",36,"1","Republican","European","Republican",50416,"Unknown",62044,"0"
"11391","nj","1",92,"1","Democratic","Other","Democratic",27142,"Residential",168589,"0"
"11392","la","0",74,"1","Democratic","Likely African-American","Democratic",6000,"Apartment",186045,"0"
"11393","me","1",58,"1","Non-Partisan","European","Independent",94741,"Residential",257068,"0"
"11394","az","1",28,"1","Republican","European","Republican",74475,"Residential",632142,"0"
"11395","mo","1",44,"1","Democratic","European","Democratic",68834,"Residential",196641,"1"
"11396","ca","1",23,"1","Non-Partisan","European","Independent",148000,"Apartment",795342,"0"
"11397","nc","1",27,"0","Non-Partisan","European","Democratic & Independent",56000,"Residential",278658,"0"
"11398","nc","0",19,"1","Republican","European","Republican",91128,"Residential",156249,"0"
"11399","nm","0",64,"0","Democratic","European","Democratic",NA,"Unknown",NA,"0"
"11400","ca","1",67,"1","Democratic","European","Democratic",22999,"Apartment",735260,"1"
"11401","wa","1",19,"0","Democratic","European","Democratic",70000,"Apartment",332557,"0"
"11402","ca","1",22,"1","Democratic","Hispanic and Portuguese","Democratic",85804,"Apartment",562499,"0"
"11403","tn","1",24,"1","Non-Partisan","European","Republican & Independent",186000,"Residential",285273,"0"
"11404","va","1",31,"1","Non-Partisan","Other","Independent",202000,"Apartment",305404,"0"
"11405","ky","1",59,"1","Registered Independent","European","Republican & Independent",110488,"Residential",134658,"0"
"11406","tx","0",43,"0","Non-Partisan","European","Independent",61000,"Residential",339999,"0"
"11407","ny","1",44,"0","Non-Partisan","European","Republican & Independent",244000,"Residential",544710,"0"
"11408","nc","1",43,"0","Non-Partisan","European","Independent",65000,"Apartment",273120,"0"
"11409","az","1",73,"0","Republican","European","Republican",82557,"Residential",269846,"0"
"11410","mo","0",43,"0","Non-Partisan","European","Independent",68624,"Unknown",346841,"0"
"11411","mi","1",NA,"0","Democratic","European","Democratic",98386,"Apartment",375000,"0"
"11412","pa","0",22,"0","Democratic","","Democratic",85437,"Apartment",366105,"1"
"11413","va","1",75,"0","Republican","European","Republican",34000,"Residential",261698,"1"
"11414","mn","1",61,"0","Non-Partisan","European","Independent",245000,"Residential",203407,"1"
"11415","fl","0",26,"1","Non-Partisan","European","Independent",99876,"Apartment",149456,"0"
"11416","tx","1",71,"1","Democratic","European","Democratic",16000,"Residential",196383,"0"
"11417","ny","0",68,"0","Democratic","European","Democratic",68000,"Duplex",273918,"1"
"11418","ca","1",51,"1","Democratic","Hispanic and Portuguese","Democratic",38000,"Residential",237500,"0"
"11419","sc","1",50,"1","Republican","European","Democratic & Republican",42000,"Residential",188842,"1"
"11420","ny","1",62,"0","Democratic","European","Democratic",97367,"Residential",397726,"0"
"11421","nc","1",62,"0","Democratic","European","Democratic",32000,"Residential",87500,"0"
"11422","fl","1",43,"0","Non-Partisan","European","Republican & Independent",118000,"Residential",131831,"0"
"11423","ny","1",39,"1","Democratic","Likely African-American","Democratic",90337,"Residential",556020,"0"
"11424","tn","1",64,"1","Republican","European","Republican & Independent",38000,"Unknown",137945,"0"
"11425","wa","1",41,"1","Democratic","","Democratic",84000,"Apartment",499391,"0"
"11426","ny","1",25,"1","Democratic","European","Democratic",101514,"Residential",457142,"0"
"11427","in","1",43,"0","Republican","European","Republican & Independent",250000,"Residential",352534,"0"
"11428","wi","1",60,"0","Democratic","Hispanic and Portuguese","Democratic",63071,"Residential",129347,"0"
"11429","in","1",66,"1","Non-Partisan","European","Republican & Independent",30000,"Residential",241661,"0"
"11430","ca","1",67,"0","Non-Partisan","East and South Asian","Democratic & Independent",120000,"Residential",425609,"0"
"11431","or","1",50,"1","Republican","European","Republican",51332,"Unknown",137500,"0"
"11432","md","1",25,"0","Non-Partisan","European","Independent",43000,"Apartment",148749,"0"
"11433","nj","1",32,"1","Republican","European","Republican & Independent",120000,"Residential",188915,"1"
"11434","ca","0",47,"0","Democratic","Hispanic and Portuguese","Democratic",9000,"Apartment",176715,"0"
"11435","ms","1",30,"1","Democratic","Likely African-American","Democratic",103722,"Unknown",139420,"0"
"11436","ga","1",22,"1","Democratic","European","Democratic & Independent",96651,"Residential",213062,"0"
"11437","nc","0",64,"1","Democratic","Likely African-American","Democratic",40499,"Residential",146580,"0"
"11438","va","1",38,"1","Democratic","European","Democratic",43374,"Residential",312358,"0"
"11439","oh","1",28,"1","Non-Partisan","European","Independent",63000,"Residential",174870,"0"
"11440","oh","1",37,"1","Non-Partisan","Likely African-American","Independent",59210,"Unknown",76499,"0"
"11441","pa","1",81,"0","Republican","European","Republican",50000,"Residential",240322,"1"
"11442","mn","1",41,"1","Democratic","European","Democratic",83720,"Duplex",452272,"0"
"11443","pa","1",62,"0","Republican","European","Republican",114000,"Unknown",373068,"0"
"11444","mi","1",54,"0","Democratic","European","Democratic",67000,"Residential",162500,"0"
"11445","ca","1",37,"0","Republican","Hispanic and Portuguese","Republican & Independent",250000,"Residential",2328845,"0"
"11446","ca","1",34,"1","Non-Partisan","East and South Asian","Independent",202000,"Residential",1194757,"0"
"11447","mn","0",24,"0","Non-Partisan","European","Democratic & Independent",35000,"Apartment",165425,"0"
"11448","il","1",37,"1","Democratic","Hispanic and Portuguese","Democratic",57036,"Apartment",372299,"0"
