"","state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation"
"12270","tx","1",59,"1","Democratic","European","Democratic",223000,"Residential",968749,"0"
"12271","ny","1",58,"0","Democratic","East and South Asian","Democratic",250000,"Residential",503508,"0"
"12272","tx","1",65,"0","Republican","European","Republican",91000,"Residential",224351,"1"
"12273","wa","1",33,"0","Republican","European","Republican",113724,"Residential",375000,"0"
"12274","ga","0",82,"0","Democratic","European","Democratic",41000,"Condominium",111992,"0"
"12275","va","1",49,"1","Non-Partisan","European","Democratic & Republican & Independent",62152,"Residential",270882,"0"
"12276","nj","1",49,"0","Non-Partisan","European","Republican & Independent",231000,"Residential",719475,"0"
"12277","nj","0",57,"1","Constitution","European","Independent",109190,"Unknown",193358,"0"
"12278","fl","1",27,"1","Non-Partisan","European","Republican & Independent",250000,"Residential",188972,"0"
"12279","mi","0",75,"0","Non-Partisan","European","Independent",74000,"Unknown",192021,"0"
"12280","pa","1",58,"1","Republican","European","Republican",105106,"Residential",416846,"0"
"12281","ma","1",38,"1","Non-Partisan","European","Independent",55000,"Apartment",181500,"0"
"12282","ny","1",32,"0","Non-Partisan","","Democratic & Independent",25000,"Residential",212678,"0"
"12283","ms","0",38,"0","Non-Partisan","European","Independent",67499,"Residential",53616,"0"
"12284","fl","0",55,"1","Republican","Hispanic and Portuguese","Republican",159238,"Apartment",277529,"0"
"12285","wv","1",67,"1","Democratic","European","Democratic",73499,"Apartment",NA,"0"
"12286","fl","0",50,"0","Non-Partisan","European","Democratic & Republican & Independent",69328,"Residential",272789,"1"
"12287","ca","1",80,"0","Democratic","European","Democratic",96000,"Residential",499241,"0"
"12288","fl","1",63,"0","Democratic","Likely African-American","Democratic",58777,"Apartment",138655,"0"
"12289","nj","1",32,"1","Democratic","European","Democratic",96000,"Residential",404675,"0"
"12290","nc","1",27,"0","Democratic","European","Democratic",34428,"Residential",115237,"0"
"12291","nc","1",75,"0","Republican","European","Republican",20000,"Residential",37500,"0"
"12292","tn","1",46,"1","Democratic","","Democratic",49000,"Unknown",215740,"0"
"12293","tx","1",63,"0","Democratic","European","Democratic",73268,"Residential",78477,"1"
"12294","nc","1",24,"0","Republican","European","Republican",87000,"Unknown",234640,"0"
"12295","co","0",51,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",51298,"Apartment",475000,"0"
"12296","wi","1",NA,"1","Republican","European","Republican",54000,"Apartment",74999,"0"
"12297","oh","1",65,"0","Democratic","European","Democratic & Independent",34749,"Residential",156249,"1"
"12298","in","1",57,"1","Democratic","Hispanic and Portuguese","Democratic",51168,"Residential",337608,"0"
"12299","ga","1",37,"1","Republican","European","Republican",60904,"Residential",215529,"0"
"12300","ca","1",49,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Republican & Independent",250000,"Residential",3719078,"1"
"12301","or","1",43,"1","Democratic","European","Democratic & Republican",62249,"Apartment",559258,"0"
"12302","ga","0",44,"1","Republican","European","Republican & Independent",108000,"Unknown",361345,"0"
"12303","ny","1",51,"0","Non-Partisan","Other","Democratic & Republican & Independent",145000,"Apartment",489999,"0"
"12304","mn","1",79,"0","Republican","European","Republican",124670,"Residential",525945,"1"
"12305","ct","0",24,"1","Non-Partisan","European","Independent",21000,"Apartment",137408,"0"
"12306","mi","1",18,"0","Democratic","European","Democratic",NA,"Unknown",NA,"0"
"12307","az","0",57,"1","Republican","European","Republican",NA,"Apartment",NA,"0"
"12308","ny","1",65,"0","Democratic","European","Democratic",181000,"Residential",502815,"0"
"12309","ut","1",33,"0","Republican","European","Republican",50555,"Residential",209555,"0"
"12310","az","1",46,"0","Republican","European","Democratic & Republican & Independent",125000,"Residential",625000,"0"
"12311","ca","1",46,"1","Democratic","Likely African-American","Democratic",NA,"Apartment",NA,"0"
"12312","ny","1",47,"1","Republican","European","Republican",139000,"Apartment",1371981,"1"
"12313","tx","1",72,"0","Republican","European","Republican",84000,"Apartment",290718,"0"
"12314","nh","0",35,"1","Non-Partisan","European","Independent",250000,"Residential",1239361,"0"
"12315","oh","1",32,"0","Republican","European","Republican",69555,"Residential",449999,"0"
"12316","in","1",29,"0","Non-Partisan","European","Democratic & Independent",92000,"Residential",122801,"0"
"12317","wi","1",65,"1","Republican","European","Republican",116378,"Residential",334268,"1"
"12318","il","0",63,"0","Republican","Hispanic and Portuguese","Republican & Independent",67000,"Apartment",161042,"0"
"12319","il","1",50,"0","Republican","European","Republican",154000,"Residential",194784,"0"
"12320","tx","0",25,"1","Non-Partisan","Hispanic and Portuguese","Independent",29000,"Unknown",123255,"0"
"12321","nj","0",22,"0","Republican","European","Republican",108000,"Duplex",1000000,"0"
"12322","ok","1",66,"1","Republican","European","Republican",19000,"Unknown",118749,"0"
"12323","fl","1",50,"1","Republican","European","Republican",65000,"Unknown",199454,"0"
"12324","nh","1",47,"0","Democratic","Hispanic and Portuguese","Democratic",87000,"Residential",423437,"0"
"12325","fl","1",31,"0","Republican","European","Republican",64037,"Apartment",220995,"0"
"12326","pa","1",42,"0","Republican","Hispanic and Portuguese","Republican",99000,"Residential",78040,"0"
"12327","nj","1",65,"1","Democratic","European","Democratic",63000,"Apartment",183332,"0"
"12328","nc","1",26,"0","Republican","European","Democratic & Republican",43332,"Residential",88999,"0"
"12329","ca","1",30,"1","Non-Partisan","European","Democratic & Independent",181000,"Apartment",772402,"0"
"12330","ca","1",20,"1","Non-Partisan","Hispanic and Portuguese","Republican & Independent",250000,"Residential",551844,"0"
"12331","nc","1",56,"1","Democratic","European","Democratic",33000,"Apartment",225259,"0"
"12332","pa","1",17,"0","Democratic","Likely African-American","Democratic",32000,"Apartment",80244,"0"
"12333","tx","1",27,"0","Democratic","","Democratic",91000,"Residential",279582,"0"
"12334","il","0",64,"0","Republican","Hispanic and Portuguese","Republican & Independent",31279,"Residential",137500,"1"
"12335","fl","0",64,"1","Democratic","European","Democratic & Independent",16984,"Residential",154638,"0"
"12336","la","1",56,"1","Republican","European","Democratic & Republican",134000,"Residential",404966,"0"
"12337","pa","1",49,"0","Non-Partisan","European","Republican & Independent",90000,"Residential",231548,"0"
"12338","il","1",64,"0","Non-Partisan","Likely African-American","Independent",8000,"Residential",82951,"0"
"12339","wa","1",32,"1","Democratic","Hispanic and Portuguese","Democratic",70000,"Residential",346224,"0"
"12340","dc","1",65,"0","Republican","East and South Asian","Democratic & Republican",114000,"Duplex",389772,"0"
"12341","la","0",46,"0","Republican","Hispanic and Portuguese","Democratic & Republican",40624,"Residential",112453,"1"
"12342","wi","1",74,"1","Democratic","Other","Democratic",174000,"Residential",325000,"1"
"12343","ar","1",42,"0","Non-Partisan","European","Independent",48635,"Unknown",50084,"0"
"12344","ca","0",53,"1","Democratic","European","Democratic",59000,"Apartment",524999,"0"
"12345","ca","1",41,"1","Non-Partisan","East and South Asian","Democratic & Independent",250000,"Residential",2077444,"0"
"12346","ga","0",29,"1","Democratic","Likely African-American","Democratic",21000,"Apartment",71537,"0"
"12347","md","1",65,"0","Democratic","Other","Democratic",143000,"Apartment",642496,"0"
"12348","nc","1",45,"1","Non-Partisan","","Independent",146000,"Residential",443959,"0"
"12349","ga","0",35,"1","Non-Partisan","European","Independent",57000,"Residential",173749,"0"
"12350","ca","1",29,"0","Non-Partisan","European","Democratic & Republican & Independent",198000,"Residential",1053458,"0"
"12351","fl","1",83,"1","Republican","Hispanic and Portuguese","Republican",71091,"Apartment",213075,"0"
"12352","ma","1",46,"0","Libertarian","European","Independent",NA,"Residential",261765,"0"
"12353","ca","1",58,"1","Democratic","Likely African-American","Democratic",86345,"Apartment",558823,"0"
"12354","me","1",21,"1","Republican","European","Republican",74000,"Residential",287344,"0"
"12355","fl","0",61,"0","Republican","European","Republican",18812,"Residential",77604,"0"
"12356","az","1",88,"1","Democratic","Hispanic and Portuguese","Democratic",62000,"Residential",453590,"0"
"12357","ny","1",38,"1","Democratic","Likely African-American","Democratic",65000,"Residential",163765,"0"
"12358","sd","1",47,"0","Republican","European","Republican",108007,"Residential",169434,"0"
"12359","ny","1",59,"1","Democratic","European","Democratic",250000,"Residential",892462,"0"
"12360","tn","0",61,"0","Democratic","Likely African-American","Democratic",68411,"Apartment",287103,"0"
"12361","ca","1",26,"0","Republican","European","Republican",250000,"Residential",594321,"0"
"12362","tx","0",26,"1","Republican","Hispanic and Portuguese","Republican",129558,"Apartment",150937,"0"
"12363","fl","1",51,"0","Democratic","European","Democratic",147000,"Apartment",713116,"1"
"12364","az","1",45,"0","Republican","European","Republican & Independent",141000,"Residential",594481,"0"
"12365","ga","1",61,"1","Republican","European","Republican",59499,"Unknown",137500,"0"
"12366","ca","1",86,"1","Democratic","European","Democratic",99904,"Residential",1787984,"1"
"12367","tx","1",37,"1","Democratic","European","Democratic & Republican",192000,"Residential",427803,"0"
"12368","mn","1",94,"1","Republican","European","Republican",83467,"Residential",211403,"1"
"12369","fl","0",50,"0","Democratic","Likely African-American","Democratic",61000,"Apartment",91453,"0"
"12370","va","1",44,"1","Democratic","European","Democratic",113000,"Residential",380131,"0"
"12371","co","1",41,"0","Democratic","European","Democratic",182000,"Unknown",575729,"0"
"12372","wa","1",65,"0","Democratic","European","Democratic",123000,"Residential",545682,"0"
"12373","ca","1",40,"0","Democratic","European","Democratic",182000,"Residential",459954,"0"
"12374","ca","1",69,"1","Republican","","Republican & Independent",59626,"Residential",875000,"1"
"12375","il","1",23,"0","Democratic","European","Democratic & Republican",138000,"Residential",238579,"0"
"12376","il","0",50,"0","Democratic","European","Democratic",13000,"Residential",128778,"0"
"12377","dc","1",NA,"1","Democratic","European","Democratic",250000,"Condominium",1810703,"0"
"12378","la","0",19,"1","Non-Partisan","","Independent",44000,"Residential",151457,"0"
"12379","fl","1",19,"1","Non-Partisan","Other","Independent",91000,"Residential",344657,"0"
"12380","ny","1",43,"0","Non-Partisan","European","Independent",81841,"Residential",492969,"0"
"12381","nc","1",36,"1","Non-Partisan","European","Independent",145000,"Residential",172004,"0"
"12382","wa","1",56,"0","Democratic","European","Democratic",142000,"Unknown",453158,"0"
"12383","nj","0",70,"1","Democratic","Likely African-American","Democratic",44000,"Apartment",161816,"0"
"12384","ca","1",34,"1","American Independent","European","Democratic & Independent",186764,"Residential",727947,"1"
"12385","ca","1",56,"0","Democratic","European","Democratic & Independent",67000,"Residential",769569,"1"
"12386","ms","1",48,"0","Republican","Likely African-American","Republican",38305,"Residential",142499,"0"
"12387","ia","0",28,"0","Non-Partisan","European","Independent",250000,"Residential",299637,"0"
"12388","oh","1",59,"0","Republican","European","Republican & Independent",118000,"Residential",298683,"0"
"12389","mi","0",29,"0","Republican","European","Republican",54578,"Residential",90908,"0"
"12390","ca","1",30,"0","Non-Partisan","","Republican & Independent",206000,"Residential",425000,"0"
"12391","fl","1",48,"1","Republican","European","Republican & Independent",250000,"Residential",449999,"0"
"12392","ma","1",27,"1","Non-Partisan","European","Independent",98000,"Apartment",495628,"0"
"12393","wa","1",78,"1","Democratic","European","Democratic",22000,"Triplex",236028,"0"
"12394","ny","1",42,"0","Democratic","East and South Asian","Democratic",176514,"Residential",797910,"0"
"12395","fl","1",57,"0","Democratic","European","Democratic",250000,"Residential",757691,"0"
"12396","nh","1",61,"1","Democratic","Likely African-American","Democratic",45499,"Residential",188842,"0"
"12397","wi","1",NA,"0","Non-Partisan","","Independent",22000,"Apartment",229836,"0"
"12398","mi","1",37,"0","Democratic","European","Democratic",139000,"Unknown",305564,"0"
"12399","ca","1",37,"0","Republican","European","Democratic & Republican",77816,"Residential",461066,"0"
"12400","mo","1",60,"1","Republican","European","Republican",61000,"Residential",140364,"1"
"12401","ny","1",78,"1","Democratic","European","Democratic",120083,"Residential",513888,"1"
"12402","nc","1",53,"1","Non-Partisan","European","Independent",141000,"Residential",191553,"0"
"12403","al","1",61,"1","Republican","European","Republican",61914,"Unknown",177100,"0"
"12404","in","0",53,"1","Republican","European","Republican & Independent",56374,"Unknown",90901,"1"
"12405","ca","1",69,"0","Republican","European","Republican",54000,"Residential",577242,"1"
"12406","ky","0",49,"1","Republican","European","Republican",53157,"Unknown",112500,"0"
"12407","oh","1",78,"0","Non-Partisan","European","Democratic & Independent",239000,"Residential",351818,"0"
"12408","tn","1",64,"1","Republican","European","Republican",59730,"Unknown",186764,"0"
"12409","nj","1",70,"1","Republican","European","Republican",194230,"Residential",571807,"1"
"12410","il","1",71,"1","Republican","European","Republican",30000,"Residential",187500,"0"
"12411","oh","0",25,"1","Democratic","European","Democratic",NA,"Apartment",NA,"0"
"12412","wi","0",NA,"0","Non-Partisan","European","Independent",NA,"Apartment",NA,"0"
"12413","id","1",19,"1","Non-Partisan","European","Democratic & Independent",19000,"Residential",144443,"0"
"12414","wa","0",64,"0","Democratic","European","Democratic",89000,"Residential",148437,"0"
"12415","fl","0",64,"0","Democratic","European","Democratic",35000,"Apartment",81398,"0"
"12416","fl","1",61,"1","Republican","European","Republican",222000,"Residential",522958,"0"
"12417","nj","1",58,"0","Non-Partisan","East and South Asian","Independent",68000,"Apartment",132608,"0"
"12418","al","0",58,"0","Republican","European","Republican",52880,"Unknown",108983,"0"
"12419","pa","1",26,"1","Non-Partisan","European","Independent",93000,"Residential",278307,"0"
"12420","ma","1",48,"0","Republican","European","Republican",117802,"Residential",1049073,"0"
"12421","tx","1",62,"1","Conservative","European","Independent",154000,"Residential",406451,"0"
"12422","ca","0",54,"1","Non-Partisan","","Independent",77000,"Apartment",1000000,"1"
"12423","fl","0",23,"0","Democratic","Likely African-American","Democratic & Independent",35207,"Unknown",228943,"0"
"12424","tn","1",37,"1","Non-Partisan","European","Independent",190000,"Unknown",408716,"0"
"12425","tx","1",60,"1","Non-Partisan","European","Independent",192000,"Residential",636050,"1"
"12426","wa","1",57,"1","Democratic","European","Democratic & Republican",119000,"Residential",875000,"1"
"12427","co","0",52,"1","Non-Partisan","","Democratic & Independent",54930,"Residential",419684,"0"
"12428","in","1",39,"1","Non-Partisan","European","Democratic & Independent",98877,"Residential",112500,"0"
"12429","mo","0",24,"1","Non-Partisan","Hispanic and Portuguese","Independent",33888,"Apartment",137500,"0"
"12430","ri","1",29,"1","Democratic","European","Democratic",91000,"Residential",237790,"0"
"12431","ri","1",35,"1","Democratic","European","Democratic",250000,"Residential",729527,"0"
"12432","il","1",24,"1","Democratic","European","Democratic",108000,"Residential",157092,"0"
"12433","wa","1",58,"0","Non-Partisan","East and South Asian","Independent",49000,"Residential",291188,"0"
"12434","fl","1",50,"0","Non-Partisan","European","Republican & Independent",46000,"Residential",171457,"0"
"12435","tx","1",23,"1","Non-Partisan","","Independent",84000,"Residential",229872,"0"
"12436","wa","1",53,"0","Non-Partisan","European","Independent",98000,"Apartment",775515,"0"
"12437","mo","1",33,"0","Democratic","European","Democratic",198000,"Residential",307895,"0"
"12438","tx","1",33,"1","Republican","European","Republican",174000,"Residential",344261,"0"
"12439","nj","1",82,"0","Democratic","European","Democratic",68035,"Residential",217849,"1"
"12440","ky","0",69,"1","Republican","European","Republican",28000,"Triplex",112500,"0"
"12441","tx","1",24,"0","Democratic","Hispanic and Portuguese","Democratic",64000,"Apartment",201369,"0"
"12442","ca","1",55,"0","Republican","European","Republican",106000,"Apartment",1090547,"0"
"12443","tx","1",64,"0","Democratic","European","Democratic",93395,"Residential",128570,"0"
"12444","ny","1",26,"1","Democratic","Hispanic and Portuguese","Democratic",6000,"Unknown",211878,"0"
"12445","tn","1",40,"1","Democratic","European","Democratic & Independent",221000,"Residential",154166,"1"
"12446","ny","1",66,"1","Democratic","East and South Asian","Democratic",163000,"Residential",241169,"0"
"12447","tx","1",51,"1","Democratic","European","Democratic",95000,"Residential",173749,"0"
"12448","al","1",68,"0","Democratic","European","Democratic",77082,"Residential",291620,"1"
"12449","al","1",19,"0","Republican","European","Republican",81000,"Unknown",124222,"0"
"12450","tx","0",48,"0","Republican","European","Republican",133000,"Residential",274100,"0"
"12451","az","1",34,"0","Republican","Hispanic and Portuguese","Democratic & Republican",67000,"Residential",191232,"0"
"12452","ny","0",75,"1","Republican","Hispanic and Portuguese","Republican",42000,"Unknown",212500,"1"
"12453","ia","1",57,"1","Democratic","European","Democratic & Republican",123000,"Residential",242013,"1"
"12454","ma","1",33,"0","Non-Partisan","European","Democratic & Republican & Independent",62000,"Residential",614699,"1"
"12455","tx","0",24,"1","Democratic","Other","Democratic",92048,"Apartment",198444,"0"
"12456","ny","1",47,"0","Democratic","East and South Asian","Democratic & Independent",147489,"Residential",779701,"0"
"12457","nc","1",50,"0","Non-Partisan","European","Independent",122108,"Residential",330241,"1"
"12458","ca","0",34,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",13000,"Residential",159515,"0"
"12459","tx","1",17,"1","Democratic","European","Democratic & Republican",116569,"Apartment",675206,"0"
"12460","az","1",67,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",69000,"Unknown",156346,"0"
"12461","tx","0",45,"1","Non-Partisan","Hispanic and Portuguese","Independent",135000,"Apartment",89499,"0"
"12462","ca","0",68,"0","Republican","East and South Asian","Republican",185000,"Residential",2148748,"0"
"12463","oh","0",48,"1","Non-Partisan","European","Independent",7000,"Residential",62500,"0"
"12464","pa","0",31,"1","Democratic","European","Democratic & Republican & Independent",111000,"Residential",157679,"0"
"12465","fl","0",39,"1","Non-Partisan","European","Independent",59000,"Apartment",313829,"0"
"12466","ga","0",72,"1","Democratic","Likely African-American","Democratic",6000,"Apartment",108495,"0"
"12467","il","1",75,"1","Democratic","European","Democratic & Republican",22000,"Residential",81999,"1"
"12468","ks","0",20,"0","Non-Partisan","European","Independent",57000,"Unknown",118420,"0"
"12469","ny","1",53,"1","Republican","European","Republican & Independent",55000,"Residential",191976,"0"
"12470","mo","0",54,"1","Republican","European","Republican",58000,"Residential",187500,"0"
"12471","ca","1",51,"0","Non-Partisan","Hispanic and Portuguese","Independent",99921,"Apartment",289473,"0"
"12472","mi","0",45,"0","Non-Partisan","European","Independent",123749,"Apartment",96132,"1"
"12473","or","1",43,"1","Non-Partisan","European","Independent",60000,"Residential",233332,"1"
"12474","ga","1",44,"0","Republican","European","Republican",75000,"Residential",155997,"0"
"12475","pa","0",39,"0","Non-Partisan","European","Democratic & Independent",65000,"Residential",66460,"0"
"12476","nm","1",29,"1","Democratic","","Democratic",175390,"Residential",375000,"0"
"12477","fl","1",60,"1","Democratic","Hispanic and Portuguese","Democratic",52958,"Residential",414876,"0"
"12478","ga","0",18,"1","Democratic","Likely African-American","Democratic & Independent",95000,"Apartment",244201,"0"
"12479","nc","1",22,"0","Republican","European","Republican",39687,"Apartment",375813,"0"
"12480","wi","1",56,"0","Republican","European","Republican",118000,"Residential",331794,"0"
"12481","ny","1",37,"0","Republican","European","Republican",187000,"Apartment",536400,"0"
"12482","fl","1",73,"1","Republican","European","Republican",63461,"Residential",162500,"1"
"12483","pa","0",46,"0","Other","European","Democratic & Independent",146000,"Residential",377585,"0"
"12484","nc","1",67,"1","Democratic","European","Democratic & Independent",130000,"Residential",243999,"0"
"12485","ny","1",43,"1","Non-Partisan","European","Democratic & Independent",66780,"Residential",394047,"0"
"12486","ct","0",40,"1","Democratic","European","Democratic & Independent",117000,"Residential",422726,"0"
"12487","mi","1",60,"1","Republican","European","Republican",62000,"Residential",119961,"1"
"12488","ri","0",68,"1","Democratic","European","Democratic",70000,"Duplex",303012,"0"
"12489","co","1",30,"1","Non-Partisan","European","Republican & Independent",76150,"Residential",509999,"0"
"12490","tx","1",37,"0","Republican","European","Democratic & Republican",160000,"Residential",274690,"0"
"12491","tx","1",55,"1","Democratic","European","Democratic",141000,"Unknown",227577,"0"
"12492","wi","1",48,"1","Democratic","Other","Democratic",11000,"Residential",185792,"0"
"12493","ca","1",30,"1","Democratic","East and South Asian","Democratic",71000,"Residential",479915,"0"
"12494","wa","0",70,"0","Democratic","European","Democratic",114000,"Residential",583442,"0"
"12495","ga","1",65,"1","Democratic","Likely African-American","Democratic",204000,"Apartment",241661,"0"
"12496","ny","1",54,"0","Non-Partisan","European","Independent",124000,"Residential",1390404,"0"
"12497","nc","1",25,"1","Democratic","European","Democratic & Independent",81000,"Residential",351603,"0"
"12498","tx","1",39,"1","Democratic","Likely African-American","Democratic",83755,"Apartment",87500,"1"
"12499","mi","1",52,"0","Republican","European","Republican",250000,"Residential",308475,"0"
"12500","ar","0",60,"0","Republican","European","Republican & Independent",46437,"Residential",122442,"0"
"12501","ma","1",21,"0","Non-Partisan","European","Republican & Independent",159745,"Residential",1022783,"0"
"12502","ny","0",68,"1","Non-Partisan","European","Independent",97655,"Apartment",369273,"0"
"12503","la","1",72,"1","Republican","European","Republican",29000,"Residential",98605,"0"
"12504","ny","1",18,"0","Republican","European","Republican",195000,"Residential",389774,"0"
"12505","oh","1",36,"1","Republican","European","Republican & Independent",184000,"Residential",203425,"1"
"12506","pa","1",66,"1","Democratic","European","Democratic",94000,"Unknown",205171,"0"
"12507","ny","1",51,"0","Republican","European","Republican & Independent",46000,"Residential",579656,"1"
"12508","il","1",44,"1","Non-Partisan","European","Democratic & Independent",85115,"Residential",264720,"1"
"12509","ok","0",32,"1","Democratic","Likely African-American","Democratic",NA,"Unknown",NA,"0"
"12510","ok","1",55,"0","Republican","European","Republican",28000,"Residential",76359,"0"
"12511","wi","1",42,"0","Republican","European","Republican",202445,"Residential",284433,"0"
"12512","co","1",48,"1","Republican","European","Republican & Independent",199000,"Residential",394999,"1"
"12513","nc","1",24,"1","Non-Partisan","","Independent",61704,"Residential",135483,"0"
"12514","nv","1",33,"1","Non-Partisan","","Republican & Independent",135000,"Residential",940373,"0"
"12515","ca","1",65,"0","Non-Partisan","European","Independent",98000,"Apartment",709597,"0"
"12516","md","1",26,"0","Non-Partisan","European","Republican & Independent",144000,"Residential",331802,"0"
"12517","id","1",21,"1","Republican","","Republican",234000,"Residential",1088602,"0"
"12518","tx","1",20,"1","Republican","European","Republican",89000,"Residential",120832,"0"
"12519","ca","1",28,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",97000,"Apartment",445708,"0"
"12520","il","1",33,"0","Non-Partisan","Hispanic and Portuguese","Independent",94711,"Apartment",237500,"0"
"12521","in","1",66,"1","Democratic","European","Democratic",74000,"Residential",268509,"1"
"12522","ar","1",29,"1","Non-Partisan","European","Independent",123749,"Apartment",293749,"0"
"12523","fl","1",37,"0","Democratic","Hispanic and Portuguese","Democratic & Republican",61000,"Residential",678527,"0"
"12524","tx","0",42,"1","Democratic","European","Democratic",62000,"Apartment",229661,"0"
"12525","ks","1",29,"1","Republican","European","Republican",120000,"Residential",161274,"0"
"12526","il","0",44,"0","Non-Partisan","East and South Asian","Independent",129000,"Apartment",529738,"0"
"12527","sc","1",62,"1","Non-Partisan","Likely African-American","Independent",65073,"Apartment",192234,"0"
"12528","mo","0",42,"0","Non-Partisan","European","Independent",150201,"Residential",141666,"0"
"12529","md","1",44,"0","Democratic","Hispanic and Portuguese","Democratic",250000,"Apartment",1441519,"0"
"12530","fl","1",45,"1","Republican","European","Republican",113000,"Residential",237500,"0"
"12531","oh","1",42,"1","Republican","European","Republican",70000,"Residential",269649,"0"
"12532","vt","1",31,"0","Non-Partisan","European","Independent",12000,"Triplex",137500,"0"
"12533","ny","0",44,"0","Democratic","Likely African-American","Democratic & Independent",59037,"Apartment",302691,"0"
"12534","az","1",88,"1","Democratic","European","Democratic & Independent",45000,"Apartment",372581,"0"
"12535","mo","0",23,"0","Non-Partisan","European","Independent",111516,"Residential",87500,"0"
"12536","va","1",73,"1","Republican","Hispanic and Portuguese","Democratic & Republican",250000,"Residential",581192,"1"
"12537","il","1",52,"0","Democratic","European","Democratic",70000,"Residential",275437,"1"
"12538","oh","0",47,"1","Non-Partisan","European","Independent",14000,"Apartment",110328,"0"
"12539","ks","1",87,"1","Republican","European","Republican",29000,"Residential",87691,"1"
"12540","sc","0",48,"1","Democratic","European","Democratic",68000,"Residential",226441,"0"
"12541","ny","1",58,"1","Republican","European","Republican",80806,"Apartment",338214,"1"
"12542","nv","0",53,"1","Non-Partisan","European","Democratic & Independent",26000,"Residential",274999,"1"
"12543","ca","1",51,"1","Republican","European","Republican",199000,"Residential",1281031,"0"
"12544","ny","1",68,"1","Democratic","","Democratic",91000,"Apartment",87500,"0"
"12545","mi","0",58,"0","Democratic","Likely African-American","Democratic",12000,"Residential",74650,"0"
"12546","fl","1",42,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Republican & Independent",79000,"Unknown",245334,"0"
"12547","il","1",44,"0","Non-Partisan","European","Democratic & Independent",138000,"Residential",262500,"0"
"12548","wi","1",34,"1","Republican","European","Republican",38000,"Apartment",537506,"0"
"12549","ca","1",71,"1","Democratic","","Democratic",114000,"Apartment",521013,"1"
"12550","tx","1",51,"1","Democratic","European","Democratic",97000,"Apartment",314396,"0"
"12551","ca","1",22,"1","Non-Partisan","Hispanic and Portuguese","Independent",124114,"Residential",368147,"0"
"12552","nc","1",31,"1","Republican","European","Republican",18055,"Apartment",184075,"0"
"12553","wi","1",62,"1","Democratic","European","Democratic",94004,"Residential",70874,"1"
"12554","nd","1",44,"0","Democratic","","Democratic",50000,"Apartment",263701,"0"
"12555","mi","1",57,"0","Republican","European","Republican",204000,"Unknown",261698,"0"
"12556","la","0",24,"0","Democratic","Likely African-American","Democratic & Independent",14478,"Residential",12500,"0"
"12557","ma","1",83,"0","Democratic","Likely African-American","Democratic & Independent",68000,"Residential",551558,"1"
"12558","az","1",50,"1","Democratic","European","Democratic",140987,"Condominium",396669,"0"
"12559","ca","1",64,"1","Democratic","European","Democratic",93000,"Apartment",425000,"0"
"12560","md","0",39,"0","Non-Partisan","European","Independent",48610,"Residential",287251,"0"
"12561","ny","1",70,"0","Democratic","European","Democratic & Republican",138000,"Residential",382693,"1"
"12562","nm","1",74,"0","Non-Partisan","Hispanic and Portuguese","Republican & Independent",81000,"Residential",139390,"0"
"12563","mn","1",51,"1","Democratic","European","Democratic",144000,"Residential",387174,"1"
"12564","pa","1",45,"0","Democratic","European","Democratic & Independent",146000,"Residential",261457,"0"
"12565","or","1",61,"1","Registered Independent","European","Independent",NA,"Apartment",NA,"0"
"12566","nc","1",52,"0","Democratic","Likely African-American","Democratic",35000,"Apartment",126508,"0"
"12567","fl","0",60,"0","Non-Partisan","European","Independent",10000,"Apartment",175846,"0"
"12568","tn","1",37,"0","Republican","European","Republican",74000,"Unknown",112500,"0"
"12569","mn","1",21,"0","Democratic","","Democratic & Republican",98932,"Residential",112500,"0"
"12570","va","1",69,"0","Republican","European","Democratic & Republican",144000,"Residential",875000,"1"
"12571","sc","1",61,"0","Republican","European","Republican",39852,"Residential",227499,"1"
"12572","oh","1",22,"1","Non-Partisan","European","Independent",123000,"Residential",116070,"0"
"12573","ak","1",75,"1","Democratic","","Democratic",86000,"Residential",71773,"0"
"12574","fl","1",18,"1","Republican","European","Democratic & Republican",11666,"Residential",75787,"0"
"12575","mi","0",24,"1","Democratic","East and South Asian","Democratic & Republican",55000,"Residential",154164,"0"
"12576","ky","1",46,"1","Democratic","Likely African-American","Democratic",77000,"Residential",207206,"0"
"12577","mn","1",43,"0","Democratic","","Democratic",54000,"Residential",137500,"0"
"12578","nj","1",61,"0","Democratic","European","Democratic & Republican",199000,"Residential",612879,"0"
"12579","mi","1",63,"1","Republican","European","Democratic & Republican",73000,"Residential",241997,"0"
"12580","or","1",45,"0","Registered Independent","European","Independent",126213,"Unknown",245852,"1"
"12581","mo","1",30,"0","Republican","European","Republican",97000,"Residential",245413,"0"
"12582","oh","1",61,"1","Republican","","Democratic & Republican",33000,"Residential",208620,"0"
"12583","al","1",43,"1","Democratic","Likely African-American","Democratic",26000,"Residential",61870,"0"
